Iterations,Accuracy (%),Attack,Aggregator,Optimizer,seed,LR
330,88.9823717948718,mimic,RFA,Baseline,0,0.001
360,89.1826923076923,mimic,RFA,Baseline,0,0.001
390,89.4130608974359,mimic,RFA,Baseline,0,0.001
420,89.90384615384616,mimic,RFA,Baseline,0,0.001
450,90.10416666666667,mimic,RFA,Baseline,0,0.001
480,90.75520833333333,mimic,RFA,Baseline,0,0.001
510,91.02564102564102,mimic,RFA,Baseline,0,0.001
540,90.91546474358974,mimic,RFA,Baseline,0,0.001
570,91.10576923076923,mimic,RFA,Baseline,0,0.001
600,91.15584935897436,mimic,RFA,Baseline,0,0.001
630,91.62660256410257,mimic,RFA,Baseline,0,0.001
660,91.86698717948718,mimic,RFA,Baseline,0,0.001
690,91.77684294871794,mimic,RFA,Baseline,0,0.001
720,92.2275641025641,mimic,RFA,Baseline,0,0.001
750,92.31770833333333,mimic,RFA,Baseline,0,0.001
780,92.40785256410257,mimic,RFA,Baseline,0,0.001
810,92.8485576923077,mimic,RFA,Baseline,0,0.001
840,92.52804487179488,mimic,RFA,Baseline,0,0.001
870,93.03886217948718,mimic,RFA,Baseline,0,0.001
900,93.02884615384616,mimic,RFA,Baseline,0,0.001
930,92.99879807692308,mimic,RFA,Baseline,0,0.001
960,93.59975961538461,mimic,RFA,Baseline,0,0.001
990,93.33934294871794,mimic,RFA,Baseline,0,0.001
1020,93.50961538461539,mimic,RFA,Baseline,0,0.001
1050,93.30929487179488,mimic,RFA,Baseline,0,0.001
1080,93.76001602564102,mimic,RFA,Baseline,0,0.001
1110,93.81009615384616,mimic,RFA,Baseline,0,0.001
1140,93.86017628205128,mimic,RFA,Baseline,0,0.001
1170,94.25080128205128,mimic,RFA,Baseline,0,0.001
1200,94.31089743589743,mimic,RFA,Baseline,0,0.001
1230,94.54126602564102,mimic,RFA,Baseline,0,0.001
1260,94.38100961538461,mimic,RFA,Baseline,0,0.001
1290,94.4911858974359,mimic,RFA,Baseline,0,0.001
1320,94.44110576923077,mimic,RFA,Baseline,0,0.001
1350,94.4511217948718,mimic,RFA,Baseline,0,0.001
1380,94.4511217948718,mimic,RFA,Baseline,0,0.001
1410,94.76161858974359,mimic,RFA,Baseline,0,0.001
1440,94.60136217948718,mimic,RFA,Baseline,0,0.001
1470,95.01201923076923,mimic,RFA,Baseline,0,0.001
1500,94.87179487179488,mimic,RFA,Baseline,0,0.001
30,50.80128205128205,mimic,CM,Baseline,0,0.001
60,37.68028846153846,mimic,CM,Baseline,0,0.001
90,64.62339743589743,mimic,CM,Baseline,0,0.001
120,73.76802884615384,mimic,CM,Baseline,0,0.001
150,81.11979166666667,mimic,CM,Baseline,0,0.001
180,83.62379807692308,mimic,CM,Baseline,0,0.001
210,85.60697115384616,mimic,CM,Baseline,0,0.001
240,86.85897435897436,mimic,CM,Baseline,0,0.001
270,87.5400641025641,mimic,CM,Baseline,0,0.001
300,87.66025641025641,mimic,CM,Baseline,0,0.001
330,88.95232371794872,mimic,CM,Baseline,0,0.001
360,89.1426282051282,mimic,CM,Baseline,0,0.001
390,89.34294871794872,mimic,CM,Baseline,0,0.001
420,89.91386217948718,mimic,CM,Baseline,0,0.001
450,90.02403846153847,mimic,CM,Baseline,0,0.001
480,90.7451923076923,mimic,CM,Baseline,0,0.001
510,91.015625,mimic,CM,Baseline,0,0.001
540,90.87540064102564,mimic,CM,Baseline,0,0.001
570,91.10576923076923,mimic,CM,Baseline,0,0.001
600,91.10576923076923,mimic,CM,Baseline,0,0.001
630,91.61658653846153,mimic,CM,Baseline,0,0.001
660,91.80689102564102,mimic,CM,Baseline,0,0.001
690,91.72676282051282,mimic,CM,Baseline,0,0.001
720,92.21754807692308,mimic,CM,Baseline,0,0.001
750,92.3076923076923,mimic,CM,Baseline,0,0.001
780,92.40785256410257,mimic,CM,Baseline,0,0.001
810,92.78846153846153,mimic,CM,Baseline,0,0.001
840,92.4979967948718,mimic,CM,Baseline,0,0.001
870,93.0088141025641,mimic,CM,Baseline,0,0.001
900,93.06891025641026,mimic,CM,Baseline,0,0.001
930,92.99879807692308,mimic,CM,Baseline,0,0.001
960,93.54967948717949,mimic,CM,Baseline,0,0.001
990,93.3193108974359,mimic,CM,Baseline,0,0.001
1020,93.49959935897436,mimic,CM,Baseline,0,0.001
1050,93.25921474358974,mimic,CM,Baseline,0,0.001
1080,93.72996794871794,mimic,CM,Baseline,0,0.001
1110,93.7900641025641,mimic,CM,Baseline,0,0.001
1140,93.86017628205128,mimic,CM,Baseline,0,0.001
1170,94.23076923076923,mimic,CM,Baseline,0,0.001
1200,94.28084935897436,mimic,CM,Baseline,0,0.001
1230,94.52123397435898,mimic,CM,Baseline,0,0.001
1260,94.38100961538461,mimic,CM,Baseline,0,0.001
1290,94.4511217948718,mimic,CM,Baseline,0,0.001
1320,94.44110576923077,mimic,CM,Baseline,0,0.001
1350,94.46113782051282,mimic,CM,Baseline,0,0.001
1380,94.4110576923077,mimic,CM,Baseline,0,0.001
1410,94.68149038461539,mimic,CM,Baseline,0,0.001
1440,94.54126602564102,mimic,CM,Baseline,0,0.001
1470,94.97195512820512,mimic,CM,Baseline,0,0.001
1500,94.8417467948718,mimic,CM,Baseline,0,0.001
30,31.300080128205128,BF,RFA,Byz-NSGDM,0,0.01
60,36.979166666666664,BF,RFA,Byz-NSGDM,0,0.01
90,42.69831730769231,BF,RFA,Byz-NSGDM,0,0.01
120,49.23878205128205,BF,RFA,Byz-NSGDM,0,0.01
150,54.17668269230769,BF,RFA,Byz-NSGDM,0,0.01
180,57.8125,BF,RFA,Byz-NSGDM,0,0.01
210,60.29647435897436,BF,RFA,Byz-NSGDM,0,0.01
240,61.73878205128205,BF,RFA,Byz-NSGDM,0,0.01
270,63.000801282051285,BF,RFA,Byz-NSGDM,0,0.01
300,63.89222756410256,BF,RFA,Byz-NSGDM,0,0.01
330,64.85376602564102,BF,RFA,Byz-NSGDM,0,0.01
360,65.59495192307692,BF,RFA,Byz-NSGDM,0,0.01
390,65.43469551282051,BF,RFA,Byz-NSGDM,0,0.01
420,65.21434294871794,BF,RFA,Byz-NSGDM,0,0.01
450,65.00400641025641,BF,RFA,Byz-NSGDM,0,0.01
480,64.17267628205128,BF,RFA,Byz-NSGDM,0,0.01
510,63.541666666666664,BF,RFA,Byz-NSGDM,0,0.01
540,62.810496794871796,BF,RFA,Byz-NSGDM,0,0.01
570,62.13942307692308,BF,RFA,Byz-NSGDM,0,0.01
600,61.6786858974359,BF,RFA,Byz-NSGDM,0,0.01
630,61.39823717948718,BF,RFA,Byz-NSGDM,0,0.01
660,61.217948717948715,BF,RFA,Byz-NSGDM,0,0.01
690,61.17788461538461,BF,RFA,Byz-NSGDM,0,0.01
720,61.18790064102564,BF,RFA,Byz-NSGDM,0,0.01
750,61.247996794871796,BF,RFA,Byz-NSGDM,0,0.01
780,61.49839743589744,BF,RFA,Byz-NSGDM,0,0.01
810,61.62860576923077,BF,RFA,Byz-NSGDM,0,0.01
840,61.848958333333336,BF,RFA,Byz-NSGDM,0,0.01
870,61.999198717948715,BF,RFA,Byz-NSGDM,0,0.01
900,62.25961538461539,BF,RFA,Byz-NSGDM,0,0.01
930,62.419871794871796,BF,RFA,Byz-NSGDM,0,0.01
960,62.52003205128205,BF,RFA,Byz-NSGDM,0,0.01
990,62.59014423076923,BF,RFA,Byz-NSGDM,0,0.01
1020,62.80048076923077,BF,RFA,Byz-NSGDM,0,0.01
1050,63.020833333333336,BF,RFA,Byz-NSGDM,0,0.01
1080,63.14102564102564,BF,RFA,Byz-NSGDM,0,0.01
1110,63.34134615384615,BF,RFA,Byz-NSGDM,0,0.01
1140,63.51161858974359,BF,RFA,Byz-NSGDM,0,0.01
1170,63.82211538461539,BF,RFA,Byz-NSGDM,0,0.01
1200,63.92227564102564,BF,RFA,Byz-NSGDM,0,0.01
1230,64.04246794871794,BF,RFA,Byz-NSGDM,0,0.01
1260,64.19270833333333,BF,RFA,Byz-NSGDM,0,0.01
1290,64.44310897435898,BF,RFA,Byz-NSGDM,0,0.01
1320,64.7235576923077,BF,RFA,Byz-NSGDM,0,0.01
1350,64.91386217948718,BF,RFA,Byz-NSGDM,0,0.01
1380,65.10416666666667,BF,RFA,Byz-NSGDM,0,0.01
1410,65.21434294871794,BF,RFA,Byz-NSGDM,0,0.01
1440,65.28445512820512,BF,RFA,Byz-NSGDM,0,0.01
1470,65.42467948717949,BF,RFA,Byz-NSGDM,0,0.01
1500,65.56490384615384,BF,RFA,Byz-NSGDM,0,0.01
30,68.10897435897436,LF,KRUM,Byz-NSGDM,0,0.1
60,82.49198717948718,LF,KRUM,Byz-NSGDM,0,0.1
90,86.13782051282051,LF,KRUM,Byz-NSGDM,0,0.1
120,88.11097756410257,LF,KRUM,Byz-NSGDM,0,0.1
150,80.5889423076923,LF,KRUM,Byz-NSGDM,0,0.1
180,81.44030448717949,LF,KRUM,Byz-NSGDM,0,0.1
210,82.09134615384616,LF,KRUM,Byz-NSGDM,0,0.1
240,82.99278846153847,LF,KRUM,Byz-NSGDM,0,0.1
270,82.88261217948718,LF,KRUM,Byz-NSGDM,0,0.1
300,83.38341346153847,LF,KRUM,Byz-NSGDM,0,0.1
330,83.75400641025641,LF,KRUM,Byz-NSGDM,0,0.1
360,84.00440705128206,LF,KRUM,Byz-NSGDM,0,0.1
390,84.26482371794872,LF,KRUM,Byz-NSGDM,0,0.1
420,84.51522435897436,LF,KRUM,Byz-NSGDM,0,0.1
450,84.67548076923077,LF,KRUM,Byz-NSGDM,0,0.1
480,84.85576923076923,LF,KRUM,Byz-NSGDM,0,0.1
510,85.10616987179488,LF,KRUM,Byz-NSGDM,0,0.1
540,85.25641025641026,LF,KRUM,Byz-NSGDM,0,0.1
570,85.15625,LF,KRUM,Byz-NSGDM,0,0.1
600,85.30649038461539,LF,KRUM,Byz-NSGDM,0,0.1
630,85.41666666666667,LF,KRUM,Byz-NSGDM,0,0.1
660,85.51682692307692,LF,KRUM,Byz-NSGDM,0,0.1
690,85.73717948717949,LF,KRUM,Byz-NSGDM,0,0.1
720,85.87740384615384,LF,KRUM,Byz-NSGDM,0,0.1
750,85.8173076923077,LF,KRUM,Byz-NSGDM,0,0.1
780,85.82732371794872,LF,KRUM,Byz-NSGDM,0,0.1
810,85.90745192307692,LF,KRUM,Byz-NSGDM,0,0.1
840,85.82732371794872,LF,KRUM,Byz-NSGDM,0,0.1
870,85.8573717948718,LF,KRUM,Byz-NSGDM,0,0.1
900,85.94751602564102,LF,KRUM,Byz-NSGDM,0,0.1
930,86.19791666666667,LF,KRUM,Byz-NSGDM,0,0.1
960,86.10777243589743,LF,KRUM,Byz-NSGDM,0,0.1
990,86.12780448717949,LF,KRUM,Byz-NSGDM,0,0.1
1020,86.25801282051282,LF,KRUM,Byz-NSGDM,0,0.1
1050,86.2479967948718,LF,KRUM,Byz-NSGDM,0,0.1
1080,86.18790064102564,LF,KRUM,Byz-NSGDM,0,0.1
1110,86.16786858974359,LF,KRUM,Byz-NSGDM,0,0.1
1140,86.22796474358974,LF,KRUM,Byz-NSGDM,0,0.1
1170,86.4082532051282,LF,KRUM,Byz-NSGDM,0,0.1
1200,86.70873397435898,LF,KRUM,Byz-NSGDM,0,0.1
1230,86.50841346153847,LF,KRUM,Byz-NSGDM,0,0.1
1260,86.65865384615384,LF,KRUM,Byz-NSGDM,0,0.1
1290,86.2880608974359,LF,KRUM,Byz-NSGDM,0,0.1
1320,86.49839743589743,LF,KRUM,Byz-NSGDM,0,0.1
1350,86.64863782051282,LF,KRUM,Byz-NSGDM,0,0.1
1380,86.60857371794872,LF,KRUM,Byz-NSGDM,0,0.1
1410,86.65865384615384,LF,KRUM,Byz-NSGDM,0,0.1
1440,86.60857371794872,LF,KRUM,Byz-NSGDM,0,0.1
1470,86.66866987179488,LF,KRUM,Byz-NSGDM,0,0.1
1500,86.61858974358974,LF,KRUM,Byz-NSGDM,0,0.1
30,9.344951923076923,LF,RFA,Byz-NSGDM,0,0.001
60,10.526842948717949,LF,RFA,Byz-NSGDM,0,0.001
90,11.428285256410257,LF,RFA,Byz-NSGDM,0,0.001
120,12.239583333333334,LF,RFA,Byz-NSGDM,0,0.001
150,13.020833333333334,LF,RFA,Byz-NSGDM,0,0.001
180,13.611778846153847,LF,RFA,Byz-NSGDM,0,0.001
210,14.15264423076923,LF,RFA,Byz-NSGDM,0,0.001
240,14.643429487179487,LF,RFA,Byz-NSGDM,0,0.001
270,15.034054487179487,LF,RFA,Byz-NSGDM,0,0.001
300,15.444711538461538,LF,RFA,Byz-NSGDM,0,0.001
330,15.725160256410257,LF,RFA,Byz-NSGDM,0,0.001
360,16.115785256410255,LF,RFA,Byz-NSGDM,0,0.001
390,16.38621794871795,LF,RFA,Byz-NSGDM,0,0.001
420,16.736778846153847,LF,RFA,Byz-NSGDM,0,0.001
450,16.967147435897434,LF,RFA,Byz-NSGDM,0,0.001
480,17.237580128205128,LF,RFA,Byz-NSGDM,0,0.001
510,17.548076923076923,LF,RFA,Byz-NSGDM,0,0.001
540,17.838541666666668,LF,RFA,Byz-NSGDM,0,0.001
570,18.209134615384617,LF,RFA,Byz-NSGDM,0,0.001
600,18.780048076923077,LF,RFA,Byz-NSGDM,0,0.001
630,19.25080128205128,LF,RFA,Byz-NSGDM,0,0.001
660,19.76161858974359,LF,RFA,Byz-NSGDM,0,0.001
690,20.282451923076923,LF,RFA,Byz-NSGDM,0,0.001
720,20.81330128205128,LF,RFA,Byz-NSGDM,0,0.001
750,21.294070512820515,LF,RFA,Byz-NSGDM,0,0.001
780,21.734775641025642,LF,RFA,Byz-NSGDM,0,0.001
810,22.24559294871795,LF,RFA,Byz-NSGDM,0,0.001
840,22.67628205128205,LF,RFA,Byz-NSGDM,0,0.001
870,22.986778846153847,LF,RFA,Byz-NSGDM,0,0.001
900,23.397435897435898,LF,RFA,Byz-NSGDM,0,0.001
930,23.64783653846154,LF,RFA,Byz-NSGDM,0,0.001
960,23.928285256410255,LF,RFA,Byz-NSGDM,0,0.001
990,24.23878205128205,LF,RFA,Byz-NSGDM,0,0.001
1020,24.509214743589745,LF,RFA,Byz-NSGDM,0,0.001
1050,24.809695512820515,LF,RFA,Byz-NSGDM,0,0.001
1080,25.23036858974359,LF,RFA,Byz-NSGDM,0,0.001
1110,25.46073717948718,LF,RFA,Byz-NSGDM,0,0.001
1140,25.62099358974359,LF,RFA,Byz-NSGDM,0,0.001
1170,25.89142628205128,LF,RFA,Byz-NSGDM,0,0.001
1200,26.131810897435898,LF,RFA,Byz-NSGDM,0,0.001
1230,26.442307692307693,LF,RFA,Byz-NSGDM,0,0.001
1260,26.602564102564102,LF,RFA,Byz-NSGDM,0,0.001
1290,26.812900641025642,LF,RFA,Byz-NSGDM,0,0.001
1320,27.053285256410255,LF,RFA,Byz-NSGDM,0,0.001
1350,27.18349358974359,LF,RFA,Byz-NSGDM,0,0.001
1380,27.353766025641026,LF,RFA,Byz-NSGDM,0,0.001
1410,27.57411858974359,LF,RFA,Byz-NSGDM,0,0.001
1440,27.744391025641026,LF,RFA,Byz-NSGDM,0,0.001
1470,27.934695512820515,LF,RFA,Byz-NSGDM,0,0.001
1500,28.155048076923077,LF,RFA,Byz-NSGDM,0,0.001
30,61.52844551282051,BF,CM,Baseline,0,0.005
60,70.87339743589743,BF,CM,Baseline,0,0.005
90,80.49879807692308,BF,CM,Baseline,0,0.005
120,81.67067307692308,BF,CM,Baseline,0,0.005
150,83.38341346153847,BF,CM,Baseline,0,0.005
180,83.69391025641026,BF,CM,Baseline,0,0.005
210,84.30488782051282,BF,CM,Baseline,0,0.005
240,85.0761217948718,BF,CM,Baseline,0,0.005
270,84.63541666666667,BF,CM,Baseline,0,0.005
300,85.6670673076923,BF,CM,Baseline,0,0.005
330,79.5673076923077,BF,CM,Baseline,0,0.005
360,83.93429487179488,BF,CM,Baseline,0,0.005
390,85.80729166666667,BF,CM,Baseline,0,0.005
420,77.13341346153847,BF,CM,Baseline,0,0.005
450,81.1298076923077,BF,CM,Baseline,0,0.005
480,80.5088141025641,BF,CM,Baseline,0,0.005
510,83.40344551282051,BF,CM,Baseline,0,0.005
540,73.05689102564102,BF,CM,Baseline,0,0.005
570,73.9082532051282,BF,CM,Baseline,0,0.005
600,34.51522435897436,BF,CM,Baseline,0,0.005
630,24.849759615384617,BF,CM,Baseline,0,0.005
660,20.993589743589745,BF,CM,Baseline,0,0.005
690,10.506810897435898,BF,CM,Baseline,0,0.005
720,11.368189102564102,BF,CM,Baseline,0,0.005
750,10.216346153846153,BF,CM,Baseline,0,0.005
780,10.496794871794872,BF,CM,Baseline,0,0.005
810,13.241185897435898,BF,CM,Baseline,0,0.005
840,19.240785256410255,BF,CM,Baseline,0,0.005
870,17.177483974358974,BF,CM,Baseline,0,0.005
900,17.638221153846153,BF,CM,Baseline,0,0.005
930,12.19951923076923,BF,CM,Baseline,0,0.005
960,19.05048076923077,BF,CM,Baseline,0,0.005
990,20.572916666666668,BF,CM,Baseline,0,0.005
1020,23.41746794871795,BF,CM,Baseline,0,0.005
1050,15.494791666666666,BF,CM,Baseline,0,0.005
1080,25.050080128205128,BF,CM,Baseline,0,0.005
1110,22.65625,BF,CM,Baseline,0,0.005
1140,20.442708333333332,BF,CM,Baseline,0,0.005
1170,19.16065705128205,BF,CM,Baseline,0,0.005
1200,18.890224358974358,BF,CM,Baseline,0,0.005
1230,20.08213141025641,BF,CM,Baseline,0,0.005
1260,16.17588141025641,BF,CM,Baseline,0,0.005
1290,13.92227564102564,BF,CM,Baseline,0,0.005
1320,20.79326923076923,BF,CM,Baseline,0,0.005
1350,23.247195512820515,BF,CM,Baseline,0,0.005
1380,15.37459935897436,BF,CM,Baseline,0,0.005
1410,18.760016025641026,BF,CM,Baseline,0,0.005
1440,11.868990384615385,BF,CM,Baseline,0,0.005
1470,16.806891025641026,BF,CM,Baseline,0,0.005
1500,17.75841346153846,BF,CM,Baseline,0,0.005
30,9.395032051282051,BF,RFA,Byz-NSGDM,0,0.001
60,10.647035256410257,BF,RFA,Byz-NSGDM,0,0.001
90,11.548477564102564,BF,RFA,Byz-NSGDM,0,0.001
120,12.389823717948717,BF,RFA,Byz-NSGDM,0,0.001
150,13.080929487179487,BF,RFA,Byz-NSGDM,0,0.001
180,13.76201923076923,BF,RFA,Byz-NSGDM,0,0.001
210,14.262820512820513,BF,RFA,Byz-NSGDM,0,0.001
240,14.723557692307692,BF,RFA,Byz-NSGDM,0,0.001
270,15.084134615384615,BF,RFA,Byz-NSGDM,0,0.001
300,15.474759615384615,BF,RFA,Byz-NSGDM,0,0.001
330,15.865384615384615,BF,RFA,Byz-NSGDM,0,0.001
360,16.10576923076923,BF,RFA,Byz-NSGDM,0,0.001
390,16.47636217948718,BF,RFA,Byz-NSGDM,0,0.001
420,16.716746794871796,BF,RFA,Byz-NSGDM,0,0.001
450,16.987179487179485,BF,RFA,Byz-NSGDM,0,0.001
480,17.267628205128204,BF,RFA,Byz-NSGDM,0,0.001
510,17.578125,BF,RFA,Byz-NSGDM,0,0.001
540,17.85857371794872,BF,RFA,Byz-NSGDM,0,0.001
570,18.279246794871796,BF,RFA,Byz-NSGDM,0,0.001
600,18.82011217948718,BF,RFA,Byz-NSGDM,0,0.001
630,19.240785256410255,BF,RFA,Byz-NSGDM,0,0.001
660,19.69150641025641,BF,RFA,Byz-NSGDM,0,0.001
690,20.262419871794872,BF,RFA,Byz-NSGDM,0,0.001
720,20.713141025641026,BF,RFA,Byz-NSGDM,0,0.001
750,21.133814102564102,BF,RFA,Byz-NSGDM,0,0.001
780,21.634615384615383,BF,RFA,Byz-NSGDM,0,0.001
810,22.115384615384617,BF,RFA,Byz-NSGDM,0,0.001
840,22.49599358974359,BF,RFA,Byz-NSGDM,0,0.001
870,22.906650641025642,BF,RFA,Byz-NSGDM,0,0.001
900,23.237179487179485,BF,RFA,Byz-NSGDM,0,0.001
930,23.557692307692307,BF,RFA,Byz-NSGDM,0,0.001
960,23.878205128205128,BF,RFA,Byz-NSGDM,0,0.001
990,24.10857371794872,BF,RFA,Byz-NSGDM,0,0.001
1020,24.389022435897434,BF,RFA,Byz-NSGDM,0,0.001
1050,24.669471153846153,BF,RFA,Byz-NSGDM,0,0.001
1080,25.09014423076923,BF,RFA,Byz-NSGDM,0,0.001
1110,25.390625,BF,RFA,Byz-NSGDM,0,0.001
1140,25.55088141025641,BF,RFA,Byz-NSGDM,0,0.001
1170,25.721153846153847,BF,RFA,Byz-NSGDM,0,0.001
1200,25.99158653846154,BF,RFA,Byz-NSGDM,0,0.001
1230,26.26201923076923,BF,RFA,Byz-NSGDM,0,0.001
1260,26.532451923076923,BF,RFA,Byz-NSGDM,0,0.001
1290,26.712740384615383,BF,RFA,Byz-NSGDM,0,0.001
1320,26.84294871794872,BF,RFA,Byz-NSGDM,0,0.001
1350,26.993189102564102,BF,RFA,Byz-NSGDM,0,0.001
1380,27.213541666666668,BF,RFA,Byz-NSGDM,0,0.001
1410,27.32371794871795,BF,RFA,Byz-NSGDM,0,0.001
1440,27.534054487179485,BF,RFA,Byz-NSGDM,0,0.001
1470,27.734375,BF,RFA,Byz-NSGDM,0,0.001
1500,27.904647435897434,BF,RFA,Byz-NSGDM,0,0.001
30,40.134214743589745,LF,RFA,Baseline,0,0.001
60,63.79206730769231,LF,RFA,Baseline,0,0.001
90,65.9755608974359,LF,RFA,Baseline,0,0.001
120,75.16025641025641,LF,RFA,Baseline,0,0.001
150,74.18870192307692,LF,RFA,Baseline,0,0.001
180,77.63421474358974,LF,RFA,Baseline,0,0.001
210,78.17508012820512,LF,RFA,Baseline,0,0.001
240,79.30689102564102,LF,RFA,Baseline,0,0.001
270,79.84775641025641,LF,RFA,Baseline,0,0.001
300,80.4286858974359,LF,RFA,Baseline,0,0.001
330,80.79927884615384,LF,RFA,Baseline,0,0.001
360,81.11979166666667,LF,RFA,Baseline,0,0.001
390,81.39022435897436,LF,RFA,Baseline,0,0.001
420,81.640625,LF,RFA,Baseline,0,0.001
450,81.90104166666667,LF,RFA,Baseline,0,0.001
480,82.20152243589743,LF,RFA,Baseline,0,0.001
510,82.83253205128206,LF,RFA,Baseline,0,0.001
540,82.88261217948718,LF,RFA,Baseline,0,0.001
570,82.60216346153847,LF,RFA,Baseline,0,0.001
600,83.02283653846153,LF,RFA,Baseline,0,0.001
630,83.29326923076923,LF,RFA,Baseline,0,0.001
660,83.5536858974359,LF,RFA,Baseline,0,0.001
690,83.64383012820512,LF,RFA,Baseline,0,0.001
720,84.13461538461539,LF,RFA,Baseline,0,0.001
750,83.78405448717949,LF,RFA,Baseline,0,0.001
780,84.09455128205128,LF,RFA,Baseline,0,0.001
810,84.3349358974359,LF,RFA,Baseline,0,0.001
840,84.08453525641026,LF,RFA,Baseline,0,0.001
870,84.3349358974359,LF,RFA,Baseline,0,0.001
900,84.59535256410257,LF,RFA,Baseline,0,0.001
930,84.765625,LF,RFA,Baseline,0,0.001
960,84.83573717948718,LF,RFA,Baseline,0,0.001
990,85.0761217948718,LF,RFA,Baseline,0,0.001
1020,85.10616987179488,LF,RFA,Baseline,0,0.001
1050,85.22636217948718,LF,RFA,Baseline,0,0.001
1080,85.0761217948718,LF,RFA,Baseline,0,0.001
1110,85.16626602564102,LF,RFA,Baseline,0,0.001
1140,85.1963141025641,LF,RFA,Baseline,0,0.001
1170,85.36658653846153,LF,RFA,Baseline,0,0.001
1200,85.6670673076923,LF,RFA,Baseline,0,0.001
1230,85.546875,LF,RFA,Baseline,0,0.001
1260,85.64703525641026,LF,RFA,Baseline,0,0.001
1290,85.4266826923077,LF,RFA,Baseline,0,0.001
1320,85.69711538461539,LF,RFA,Baseline,0,0.001
1350,85.70713141025641,LF,RFA,Baseline,0,0.001
1380,85.64703525641026,LF,RFA,Baseline,0,0.001
1410,85.8974358974359,LF,RFA,Baseline,0,0.001
1440,85.83733974358974,LF,RFA,Baseline,0,0.001
1470,85.99759615384616,LF,RFA,Baseline,0,0.001
1500,85.86738782051282,LF,RFA,Baseline,0,0.001
30,79.81770833333333,LF,RFA,Baseline,0,0.01
60,81.46033653846153,LF,RFA,Baseline,0,0.01
90,82.97275641025641,LF,RFA,Baseline,0,0.01
120,84.20472756410257,LF,RFA,Baseline,0,0.01
150,84.99599358974359,LF,RFA,Baseline,0,0.01
180,85.45673076923077,LF,RFA,Baseline,0,0.01
210,85.8573717948718,LF,RFA,Baseline,0,0.01
240,86.43830128205128,LF,RFA,Baseline,0,0.01
270,86.22796474358974,LF,RFA,Baseline,0,0.01
300,86.61858974358974,LF,RFA,Baseline,0,0.01
330,86.97916666666667,LF,RFA,Baseline,0,0.01
360,86.94911858974359,LF,RFA,Baseline,0,0.01
390,87.35977564102564,LF,RFA,Baseline,0,0.01
420,87.59014423076923,LF,RFA,Baseline,0,0.01
450,87.57011217948718,LF,RFA,Baseline,0,0.01
480,87.79046474358974,LF,RFA,Baseline,0,0.01
510,87.83052884615384,LF,RFA,Baseline,0,0.01
540,87.91065705128206,LF,RFA,Baseline,0,0.01
570,87.71033653846153,LF,RFA,Baseline,0,0.01
600,88.03084935897436,LF,RFA,Baseline,0,0.01
630,88.00080128205128,LF,RFA,Baseline,0,0.01
660,87.92067307692308,LF,RFA,Baseline,0,0.01
690,88.2011217948718,LF,RFA,Baseline,0,0.01
720,88.14102564102564,LF,RFA,Baseline,0,0.01
750,88.22115384615384,LF,RFA,Baseline,0,0.01
780,88.38141025641026,LF,RFA,Baseline,0,0.01
810,88.41145833333333,LF,RFA,Baseline,0,0.01
840,88.33133012820512,LF,RFA,Baseline,0,0.01
870,88.39142628205128,LF,RFA,Baseline,0,0.01
900,88.3613782051282,LF,RFA,Baseline,0,0.01
930,88.61177884615384,LF,RFA,Baseline,0,0.01
960,88.64182692307692,LF,RFA,Baseline,0,0.01
990,88.50160256410257,LF,RFA,Baseline,0,0.01
1020,88.6318108974359,LF,RFA,Baseline,0,0.01
1050,88.61177884615384,LF,RFA,Baseline,0,0.01
1080,88.671875,LF,RFA,Baseline,0,0.01
1110,88.57171474358974,LF,RFA,Baseline,0,0.01
1140,88.5917467948718,LF,RFA,Baseline,0,0.01
1170,88.60176282051282,LF,RFA,Baseline,0,0.01
1200,88.7920673076923,LF,RFA,Baseline,0,0.01
1230,88.66185897435898,LF,RFA,Baseline,0,0.01
1260,88.68189102564102,LF,RFA,Baseline,0,0.01
1290,88.68189102564102,LF,RFA,Baseline,0,0.01
1320,88.65184294871794,LF,RFA,Baseline,0,0.01
1350,88.80208333333333,LF,RFA,Baseline,0,0.01
1380,88.70192307692308,LF,RFA,Baseline,0,0.01
1410,88.7920673076923,LF,RFA,Baseline,0,0.01
1440,88.53165064102564,LF,RFA,Baseline,0,0.01
1470,88.81209935897436,LF,RFA,Baseline,0,0.01
1500,88.7119391025641,LF,RFA,Baseline,0,0.01
30,82.97275641025641,BF,CM,Baseline,0,0.01
60,76.55248397435898,BF,CM,Baseline,0,0.01
90,82.62219551282051,BF,CM,Baseline,0,0.01
120,83.43349358974359,BF,CM,Baseline,0,0.01
150,85.33653846153847,BF,CM,Baseline,0,0.01
180,85.13621794871794,BF,CM,Baseline,0,0.01
210,83.57371794871794,BF,CM,Baseline,0,0.01
240,80.3886217948718,BF,CM,Baseline,0,0.01
270,85.43669871794872,BF,CM,Baseline,0,0.01
300,83.04286858974359,BF,CM,Baseline,0,0.01
330,77.66426282051282,BF,CM,Baseline,0,0.01
360,75.91145833333333,BF,CM,Baseline,0,0.01
390,9.815705128205128,BF,CM,Baseline,0,0.01
420,9.815705128205128,BF,CM,Baseline,0,0.01
450,9.815705128205128,BF,CM,Baseline,0,0.01
480,9.815705128205128,BF,CM,Baseline,0,0.01
510,9.815705128205128,BF,CM,Baseline,0,0.01
