Iterations,Accuracy (%),Attack,Aggregator,Optimizer,seed,LR
540,9.815705128205128,BF,CM,Baseline,0,0.01
570,9.815705128205128,BF,CM,Baseline,0,0.01
600,9.815705128205128,BF,CM,Baseline,0,0.01
630,9.815705128205128,BF,CM,Baseline,0,0.01
660,9.815705128205128,BF,CM,Baseline,0,0.01
690,9.815705128205128,BF,CM,Baseline,0,0.01
720,9.815705128205128,BF,CM,Baseline,0,0.01
750,9.815705128205128,BF,CM,Baseline,0,0.01
780,9.815705128205128,BF,CM,Baseline,0,0.01
810,9.815705128205128,BF,CM,Baseline,0,0.01
840,9.815705128205128,BF,CM,Baseline,0,0.01
870,9.815705128205128,BF,CM,Baseline,0,0.01
900,9.815705128205128,BF,CM,Baseline,0,0.01
930,9.815705128205128,BF,CM,Baseline,0,0.01
960,9.815705128205128,BF,CM,Baseline,0,0.01
990,9.815705128205128,BF,CM,Baseline,0,0.01
1020,9.815705128205128,BF,CM,Baseline,0,0.01
1050,9.815705128205128,BF,CM,Baseline,0,0.01
1080,9.815705128205128,BF,CM,Baseline,0,0.01
1110,9.815705128205128,BF,CM,Baseline,0,0.01
1140,9.815705128205128,BF,CM,Baseline,0,0.01
1170,9.815705128205128,BF,CM,Baseline,0,0.01
1200,9.815705128205128,BF,CM,Baseline,0,0.01
1230,9.815705128205128,BF,CM,Baseline,0,0.01
1260,9.815705128205128,BF,CM,Baseline,0,0.01
1290,9.815705128205128,BF,CM,Baseline,0,0.01
1320,9.815705128205128,BF,CM,Baseline,0,0.01
1350,9.815705128205128,BF,CM,Baseline,0,0.01
1380,9.815705128205128,BF,CM,Baseline,0,0.01
1410,9.815705128205128,BF,CM,Baseline,0,0.01
1440,9.815705128205128,BF,CM,Baseline,0,0.01
1470,9.815705128205128,BF,CM,Baseline,0,0.01
1500,9.815705128205128,BF,CM,Baseline,0,0.01
30,83.54366987179488,LF,KRUM,Baseline,0,0.01
60,75.53084935897436,LF,KRUM,Baseline,0,0.01
90,82.76241987179488,LF,KRUM,Baseline,0,0.01
120,83.95432692307692,LF,KRUM,Baseline,0,0.01
150,84.97596153846153,LF,KRUM,Baseline,0,0.01
180,85.64703525641026,LF,KRUM,Baseline,0,0.01
210,85.77724358974359,LF,KRUM,Baseline,0,0.01
240,86.19791666666667,LF,KRUM,Baseline,0,0.01
270,86.26802884615384,LF,KRUM,Baseline,0,0.01
300,86.45833333333333,LF,KRUM,Baseline,0,0.01
330,86.99919871794872,LF,KRUM,Baseline,0,0.01
360,87.00921474358974,LF,KRUM,Baseline,0,0.01
390,87.15945512820512,LF,KRUM,Baseline,0,0.01
420,87.51001602564102,LF,KRUM,Baseline,0,0.01
450,87.3798076923077,LF,KRUM,Baseline,0,0.01
480,87.71033653846153,LF,KRUM,Baseline,0,0.01
510,87.76041666666667,LF,KRUM,Baseline,0,0.01
540,87.73036858974359,LF,KRUM,Baseline,0,0.01
570,87.78044871794872,LF,KRUM,Baseline,0,0.01
600,87.88060897435898,LF,KRUM,Baseline,0,0.01
630,88.07091346153847,LF,KRUM,Baseline,0,0.01
660,87.84054487179488,LF,KRUM,Baseline,0,0.01
690,88.14102564102564,LF,KRUM,Baseline,0,0.01
720,88.21113782051282,LF,KRUM,Baseline,0,0.01
750,88.18108974358974,LF,KRUM,Baseline,0,0.01
780,88.38141025641026,LF,KRUM,Baseline,0,0.01
810,88.4014423076923,LF,KRUM,Baseline,0,0.01
840,88.3613782051282,LF,KRUM,Baseline,0,0.01
870,88.44150641025641,LF,KRUM,Baseline,0,0.01
900,88.29126602564102,LF,KRUM,Baseline,0,0.01
930,88.64182692307692,LF,KRUM,Baseline,0,0.01
960,88.58173076923077,LF,KRUM,Baseline,0,0.01
990,88.48157051282051,LF,KRUM,Baseline,0,0.01
1020,88.6318108974359,LF,KRUM,Baseline,0,0.01
1050,88.53165064102564,LF,KRUM,Baseline,0,0.01
1080,88.62179487179488,LF,KRUM,Baseline,0,0.01
1110,88.58173076923077,LF,KRUM,Baseline,0,0.01
1140,88.65184294871794,LF,KRUM,Baseline,0,0.01
1170,88.6318108974359,LF,KRUM,Baseline,0,0.01
1200,88.74198717948718,LF,KRUM,Baseline,0,0.01
1230,88.69190705128206,LF,KRUM,Baseline,0,0.01
1260,88.64182692307692,LF,KRUM,Baseline,0,0.01
1290,88.65184294871794,LF,KRUM,Baseline,0,0.01
1320,88.66185897435898,LF,KRUM,Baseline,0,0.01
1350,88.7920673076923,LF,KRUM,Baseline,0,0.01
1380,88.68189102564102,LF,KRUM,Baseline,0,0.01
1410,88.7520032051282,LF,KRUM,Baseline,0,0.01
1440,88.61177884615384,LF,KRUM,Baseline,0,0.01
1470,88.78205128205128,LF,KRUM,Baseline,0,0.01
1500,88.7119391025641,LF,KRUM,Baseline,0,0.01
30,72.65625,BF,CM,Byz-NSGDM,0,0.1
60,74.49919871794872,BF,CM,Byz-NSGDM,0,0.1
90,84.92588141025641,BF,CM,Byz-NSGDM,0,0.1
120,77.89463141025641,BF,CM,Byz-NSGDM,0,0.1
150,80.68910256410257,BF,CM,Byz-NSGDM,0,0.1
180,81.38020833333333,BF,CM,Byz-NSGDM,0,0.1
210,81.63060897435898,BF,CM,Byz-NSGDM,0,0.1
240,82.70232371794872,BF,CM,Byz-NSGDM,0,0.1
270,82.55208333333333,BF,CM,Byz-NSGDM,0,0.1
300,82.90264423076923,BF,CM,Byz-NSGDM,0,0.1
330,83.4735576923077,BF,CM,Byz-NSGDM,0,0.1
360,83.80408653846153,BF,CM,Byz-NSGDM,0,0.1
390,83.72395833333333,BF,CM,Byz-NSGDM,0,0.1
420,84.55528846153847,BF,CM,Byz-NSGDM,0,0.1
450,84.51522435897436,BF,CM,Byz-NSGDM,0,0.1
480,84.4150641025641,BF,CM,Byz-NSGDM,0,0.1
510,84.78565705128206,BF,CM,Byz-NSGDM,0,0.1
540,85.02604166666667,BF,CM,Byz-NSGDM,0,0.1
570,84.56530448717949,BF,CM,Byz-NSGDM,0,0.1
600,84.96594551282051,BF,CM,Byz-NSGDM,0,0.1
630,84.96594551282051,BF,CM,Byz-NSGDM,0,0.1
660,84.73557692307692,BF,CM,Byz-NSGDM,0,0.1
690,85.0761217948718,BF,CM,Byz-NSGDM,0,0.1
720,85.43669871794872,BF,CM,Byz-NSGDM,0,0.1
750,85.10616987179488,BF,CM,Byz-NSGDM,0,0.1
780,85.2363782051282,BF,CM,Byz-NSGDM,0,0.1
810,85.44671474358974,BF,CM,Byz-NSGDM,0,0.1
840,85.20633012820512,BF,CM,Byz-NSGDM,0,0.1
870,85.48677884615384,BF,CM,Byz-NSGDM,0,0.1
900,85.2764423076923,BF,CM,Byz-NSGDM,0,0.1
930,85.88741987179488,BF,CM,Byz-NSGDM,0,0.1
960,85.90745192307692,BF,CM,Byz-NSGDM,0,0.1
990,85.52684294871794,BF,CM,Byz-NSGDM,0,0.1
1020,85.65705128205128,BF,CM,Byz-NSGDM,0,0.1
1050,85.18629807692308,BF,CM,Byz-NSGDM,0,0.1
1080,85.69711538461539,BF,CM,Byz-NSGDM,0,0.1
1110,85.22636217948718,BF,CM,Byz-NSGDM,0,0.1
1140,85.21634615384616,BF,CM,Byz-NSGDM,0,0.1
1170,84.8457532051282,BF,CM,Byz-NSGDM,0,0.1
1200,85.78725961538461,BF,CM,Byz-NSGDM,0,0.1
1230,85.51682692307692,BF,CM,Byz-NSGDM,0,0.1
1260,85.63701923076923,BF,CM,Byz-NSGDM,0,0.1
1290,85.59695512820512,BF,CM,Byz-NSGDM,0,0.1
1320,85.84735576923077,BF,CM,Byz-NSGDM,0,0.1
1350,85.21634615384616,BF,CM,Byz-NSGDM,0,0.1
1380,84.93589743589743,BF,CM,Byz-NSGDM,0,0.1
1410,85.87740384615384,BF,CM,Byz-NSGDM,0,0.1
1440,85.49679487179488,BF,CM,Byz-NSGDM,0,0.1
1470,85.09615384615384,BF,CM,Byz-NSGDM,0,0.1
1500,85.94751602564102,BF,CM,Byz-NSGDM,0,0.1
30,9.445112179487179,BF,CM,Byz-NSGDM,0,0.001
60,10.516826923076923,BF,CM,Byz-NSGDM,0,0.001
90,11.608573717948717,BF,CM,Byz-NSGDM,0,0.001
120,12.33974358974359,BF,CM,Byz-NSGDM,0,0.001
150,13.161057692307692,BF,CM,Byz-NSGDM,0,0.001
180,13.671875,BF,CM,Byz-NSGDM,0,0.001
210,14.22275641025641,BF,CM,Byz-NSGDM,0,0.001
240,14.70352564102564,BF,CM,Byz-NSGDM,0,0.001
270,15.134214743589743,BF,CM,Byz-NSGDM,0,0.001
300,15.444711538461538,BF,CM,Byz-NSGDM,0,0.001
330,15.705128205128204,BF,CM,Byz-NSGDM,0,0.001
360,16.065705128205128,BF,CM,Byz-NSGDM,0,0.001
390,16.456330128205128,BF,CM,Byz-NSGDM,0,0.001
420,16.81690705128205,BF,CM,Byz-NSGDM,0,0.001
450,17.02724358974359,BF,CM,Byz-NSGDM,0,0.001
480,17.307692307692307,BF,CM,Byz-NSGDM,0,0.001
510,17.678285256410255,BF,CM,Byz-NSGDM,0,0.001
540,17.98878205128205,BF,CM,Byz-NSGDM,0,0.001
570,18.419471153846153,BF,CM,Byz-NSGDM,0,0.001
600,18.82011217948718,BF,CM,Byz-NSGDM,0,0.001
630,19.44110576923077,BF,CM,Byz-NSGDM,0,0.001
660,19.90184294871795,BF,CM,Byz-NSGDM,0,0.001
690,20.40264423076923,BF,CM,Byz-NSGDM,0,0.001
720,20.803285256410255,BF,CM,Byz-NSGDM,0,0.001
750,21.344150641025642,BF,CM,Byz-NSGDM,0,0.001
780,21.774839743589745,BF,CM,Byz-NSGDM,0,0.001
810,22.225560897435898,BF,CM,Byz-NSGDM,0,0.001
840,22.626201923076923,BF,CM,Byz-NSGDM,0,0.001
870,23.147035256410255,BF,CM,Byz-NSGDM,0,0.001
900,23.467548076923077,BF,CM,Byz-NSGDM,0,0.001
930,23.727964743589745,BF,CM,Byz-NSGDM,0,0.001
960,24.068509615384617,BF,CM,Byz-NSGDM,0,0.001
990,24.248798076923077,BF,CM,Byz-NSGDM,0,0.001
1020,24.62940705128205,BF,CM,Byz-NSGDM,0,0.001
1050,24.959935897435898,BF,CM,Byz-NSGDM,0,0.001
1080,25.250400641025642,BF,CM,Byz-NSGDM,0,0.001
1110,25.530849358974358,BF,CM,Byz-NSGDM,0,0.001
1140,25.78125,BF,CM,Byz-NSGDM,0,0.001
1170,26.041666666666668,BF,CM,Byz-NSGDM,0,0.001
1200,26.252003205128204,BF,CM,Byz-NSGDM,0,0.001
1230,26.462339743589745,BF,CM,Byz-NSGDM,0,0.001
1260,26.622596153846153,BF,CM,Byz-NSGDM,0,0.001
1290,26.84294871794872,BF,CM,Byz-NSGDM,0,0.001
1320,27.003205128205128,BF,CM,Byz-NSGDM,0,0.001
1350,27.153445512820515,BF,CM,Byz-NSGDM,0,0.001
1380,27.333733974358974,BF,CM,Byz-NSGDM,0,0.001
1410,27.564102564102566,BF,CM,Byz-NSGDM,0,0.001
1440,27.774439102564102,BF,CM,Byz-NSGDM,0,0.001
1470,27.954727564102566,BF,CM,Byz-NSGDM,0,0.001
1500,28.114983974358974,BF,CM,Byz-NSGDM,0,0.001
30,9.354967948717949,BF,KRUM,Byz-NSGDM,0,0.001
60,10.546875,BF,KRUM,Byz-NSGDM,0,0.001
90,11.438301282051283,BF,KRUM,Byz-NSGDM,0,0.001
120,12.029246794871796,BF,KRUM,Byz-NSGDM,0,0.001
150,12.389823717948717,BF,KRUM,Byz-NSGDM,0,0.001
180,12.920673076923077,BF,KRUM,Byz-NSGDM,0,0.001
210,13.231169871794872,BF,KRUM,Byz-NSGDM,0,0.001
240,13.521634615384615,BF,KRUM,Byz-NSGDM,0,0.001
270,13.912259615384615,BF,KRUM,Byz-NSGDM,0,0.001
300,14.022435897435898,BF,KRUM,Byz-NSGDM,0,0.001
330,14.372996794871796,BF,KRUM,Byz-NSGDM,0,0.001
360,14.643429487179487,BF,KRUM,Byz-NSGDM,0,0.001
390,14.853766025641026,BF,KRUM,Byz-NSGDM,0,0.001
420,15.104166666666666,BF,KRUM,Byz-NSGDM,0,0.001
450,15.264423076923077,BF,KRUM,Byz-NSGDM,0,0.001
480,15.474759615384615,BF,KRUM,Byz-NSGDM,0,0.001
510,15.775240384615385,BF,KRUM,Byz-NSGDM,0,0.001
540,16.045673076923077,BF,KRUM,Byz-NSGDM,0,0.001
570,16.215945512820515,BF,KRUM,Byz-NSGDM,0,0.001
600,16.576522435897434,BF,KRUM,Byz-NSGDM,0,0.001
630,16.90705128205128,BF,KRUM,Byz-NSGDM,0,0.001
660,17.197516025641026,BF,KRUM,Byz-NSGDM,0,0.001
690,17.497996794871796,BF,KRUM,Byz-NSGDM,0,0.001
720,17.87860576923077,BF,KRUM,Byz-NSGDM,0,0.001
750,18.259214743589745,BF,KRUM,Byz-NSGDM,0,0.001
780,18.669871794871796,BF,KRUM,Byz-NSGDM,0,0.001
810,19.020432692307693,BF,KRUM,Byz-NSGDM,0,0.001
840,19.360977564102566,BF,KRUM,Byz-NSGDM,0,0.001
870,19.631410256410255,BF,KRUM,Byz-NSGDM,0,0.001
900,19.90184294871795,BF,KRUM,Byz-NSGDM,0,0.001
930,20.20232371794872,BF,KRUM,Byz-NSGDM,0,0.001
960,20.572916666666668,BF,KRUM,Byz-NSGDM,0,0.001
990,20.823317307692307,BF,KRUM,Byz-NSGDM,0,0.001
1020,21.083733974358974,BF,KRUM,Byz-NSGDM,0,0.001
1050,21.264022435897434,BF,KRUM,Byz-NSGDM,0,0.001
1080,21.524439102564102,BF,KRUM,Byz-NSGDM,0,0.001
1110,21.774839743589745,BF,KRUM,Byz-NSGDM,0,0.001
1140,21.98517628205128,BF,KRUM,Byz-NSGDM,0,0.001
1170,22.145432692307693,BF,KRUM,Byz-NSGDM,0,0.001
1200,22.35576923076923,BF,KRUM,Byz-NSGDM,0,0.001
1230,22.405849358974358,BF,KRUM,Byz-NSGDM,0,0.001
1260,22.556089743589745,BF,KRUM,Byz-NSGDM,0,0.001
1290,22.646233974358974,BF,KRUM,Byz-NSGDM,0,0.001
1320,22.846554487179485,BF,KRUM,Byz-NSGDM,0,0.001
1350,23.11698717948718,BF,KRUM,Byz-NSGDM,0,0.001
1380,23.267227564102566,BF,KRUM,Byz-NSGDM,0,0.001
1410,23.45753205128205,BF,KRUM,Byz-NSGDM,0,0.001
1440,23.577724358974358,BF,KRUM,Byz-NSGDM,0,0.001
1470,23.75801282051282,BF,KRUM,Byz-NSGDM,0,0.001
1500,23.888221153846153,BF,KRUM,Byz-NSGDM,0,0.001
30,66.29607371794872,BF,KRUM,Baseline,0,0.005
60,66.69671474358974,BF,KRUM,Baseline,0,0.005
90,77.70432692307692,BF,KRUM,Baseline,0,0.005
120,81.17988782051282,BF,KRUM,Baseline,0,0.005
150,83.01282051282051,BF,KRUM,Baseline,0,0.005
180,83.6738782051282,BF,KRUM,Baseline,0,0.005
210,84.12459935897436,BF,KRUM,Baseline,0,0.005
240,84.6854967948718,BF,KRUM,Baseline,0,0.005
270,84.375,BF,KRUM,Baseline,0,0.005
300,85.64703525641026,BF,KRUM,Baseline,0,0.005
330,76.23197115384616,BF,KRUM,Baseline,0,0.005
360,84.6854967948718,BF,KRUM,Baseline,0,0.005
390,83.9042467948718,BF,KRUM,Baseline,0,0.005
420,77.68429487179488,BF,KRUM,Baseline,0,0.005
450,76.90304487179488,BF,KRUM,Baseline,0,0.005
480,84.66546474358974,BF,KRUM,Baseline,0,0.005
510,68.88020833333333,BF,KRUM,Baseline,0,0.005
540,75.3505608974359,BF,KRUM,Baseline,0,0.005
570,82.92267628205128,BF,KRUM,Baseline,0,0.005
600,79.49719551282051,BF,KRUM,Baseline,0,0.005
630,81.27003205128206,BF,KRUM,Baseline,0,0.005
660,76.11177884615384,BF,KRUM,Baseline,0,0.005
690,78.65584935897436,BF,KRUM,Baseline,0,0.005
720,74.98998397435898,BF,KRUM,Baseline,0,0.005
750,11.247996794871796,BF,KRUM,Baseline,0,0.005
780,9.755608974358974,BF,KRUM,Baseline,0,0.005
810,10.336538461538462,BF,KRUM,Baseline,0,0.005
840,10.336538461538462,BF,KRUM,Baseline,0,0.005
870,10.336538461538462,BF,KRUM,Baseline,0,0.005
900,11.368189102564102,BF,KRUM,Baseline,0,0.005
930,11.368189102564102,BF,KRUM,Baseline,0,0.005
960,11.368189102564102,BF,KRUM,Baseline,0,0.005
990,11.368189102564102,BF,KRUM,Baseline,0,0.005
1020,11.368189102564102,BF,KRUM,Baseline,0,0.005
1050,11.368189102564102,BF,KRUM,Baseline,0,0.005
1080,9.595352564102564,BF,KRUM,Baseline,0,0.005
1110,9.595352564102564,BF,KRUM,Baseline,0,0.005
1140,9.595352564102564,BF,KRUM,Baseline,0,0.005
1170,9.595352564102564,BF,KRUM,Baseline,0,0.005
1200,9.595352564102564,BF,KRUM,Baseline,0,0.005
1230,9.595352564102564,BF,KRUM,Baseline,0,0.005
1260,9.595352564102564,BF,KRUM,Baseline,0,0.005
1290,9.595352564102564,BF,KRUM,Baseline,0,0.005
1320,9.595352564102564,BF,KRUM,Baseline,0,0.005
1350,9.595352564102564,BF,KRUM,Baseline,0,0.005
1380,9.595352564102564,BF,KRUM,Baseline,0,0.005
1410,9.595352564102564,BF,KRUM,Baseline,0,0.005
1440,9.595352564102564,BF,KRUM,Baseline,0,0.005
1470,9.595352564102564,BF,KRUM,Baseline,0,0.005
1500,9.595352564102564,BF,KRUM,Baseline,0,0.005
30,90.16426282051282,LF,KRUM,Byz-NSGDM,0,0.5
60,93.67988782051282,LF,KRUM,Byz-NSGDM,0,0.5
90,95.81330128205128,LF,KRUM,Byz-NSGDM,0,0.5
120,96.54447115384616,LF,KRUM,Byz-NSGDM,0,0.5
150,96.85496794871794,LF,KRUM,Byz-NSGDM,0,0.5
180,97.02524038461539,LF,KRUM,Byz-NSGDM,0,0.5
210,97.54607371794872,LF,KRUM,Byz-NSGDM,0,0.5
240,97.7764423076923,LF,KRUM,Byz-NSGDM,0,0.5
270,97.91666666666667,LF,KRUM,Byz-NSGDM,0,0.5
300,90.82532051282051,LF,KRUM,Byz-NSGDM,0,0.5
330,89.0625,LF,KRUM,Byz-NSGDM,0,0.5
360,88.70192307692308,LF,KRUM,Byz-NSGDM,0,0.5
390,88.53165064102564,LF,KRUM,Byz-NSGDM,0,0.5
420,88.7119391025641,LF,KRUM,Byz-NSGDM,0,0.5
450,88.6318108974359,LF,KRUM,Byz-NSGDM,0,0.5
480,88.6318108974359,LF,KRUM,Byz-NSGDM,0,0.5
510,88.83213141025641,LF,KRUM,Byz-NSGDM,0,0.5
540,88.7520032051282,LF,KRUM,Byz-NSGDM,0,0.5
570,88.7119391025641,LF,KRUM,Byz-NSGDM,0,0.5
600,88.73197115384616,LF,KRUM,Byz-NSGDM,0,0.5
630,88.77203525641026,LF,KRUM,Byz-NSGDM,0,0.5
660,88.91225961538461,LF,KRUM,Byz-NSGDM,0,0.5
690,88.83213141025641,LF,KRUM,Byz-NSGDM,0,0.5
720,88.88221153846153,LF,KRUM,Byz-NSGDM,0,0.5
750,88.78205128205128,LF,KRUM,Byz-NSGDM,0,0.5
780,88.90224358974359,LF,KRUM,Byz-NSGDM,0,0.5
810,88.86217948717949,LF,KRUM,Byz-NSGDM,0,0.5
840,88.84214743589743,LF,KRUM,Byz-NSGDM,0,0.5
870,88.92227564102564,LF,KRUM,Byz-NSGDM,0,0.5
900,88.84214743589743,LF,KRUM,Byz-NSGDM,0,0.5
930,88.90224358974359,LF,KRUM,Byz-NSGDM,0,0.5
960,88.87219551282051,LF,KRUM,Byz-NSGDM,0,0.5
990,88.90224358974359,LF,KRUM,Byz-NSGDM,0,0.5
1020,88.90224358974359,LF,KRUM,Byz-NSGDM,0,0.5
1050,88.96233974358974,LF,KRUM,Byz-NSGDM,0,0.5
1080,89.01241987179488,LF,KRUM,Byz-NSGDM,0,0.5
1110,88.9823717948718,LF,KRUM,Byz-NSGDM,0,0.5
1140,88.9423076923077,LF,KRUM,Byz-NSGDM,0,0.5
1170,88.85216346153847,LF,KRUM,Byz-NSGDM,0,0.5
1200,89.04246794871794,LF,KRUM,Byz-NSGDM,0,0.5
1230,88.97235576923077,LF,KRUM,Byz-NSGDM,0,0.5
1260,88.9823717948718,LF,KRUM,Byz-NSGDM,0,0.5
1290,88.89222756410257,LF,KRUM,Byz-NSGDM,0,0.5
1320,88.90224358974359,LF,KRUM,Byz-NSGDM,0,0.5
1350,88.9823717948718,LF,KRUM,Byz-NSGDM,0,0.5
1380,88.97235576923077,LF,KRUM,Byz-NSGDM,0,0.5
1410,89.03245192307692,LF,KRUM,Byz-NSGDM,0,0.5
1440,88.97235576923077,LF,KRUM,Byz-NSGDM,0,0.5
1470,89.0224358974359,LF,KRUM,Byz-NSGDM,0,0.5
1500,88.99238782051282,LF,KRUM,Byz-NSGDM,0,0.5
30,75.99158653846153,BF,KRUM,Byz-NSGDM,0,0.5
60,84.66546474358974,BF,KRUM,Byz-NSGDM,0,0.5
90,85.30649038461539,BF,KRUM,Byz-NSGDM,0,0.5
120,85.05608974358974,BF,KRUM,Byz-NSGDM,0,0.5
150,85.38661858974359,BF,KRUM,Byz-NSGDM,0,0.5
180,85.98758012820512,BF,KRUM,Byz-NSGDM,0,0.5
210,83.77403846153847,BF,KRUM,Byz-NSGDM,0,0.5
240,78.73597756410257,BF,KRUM,Byz-NSGDM,0,0.5
270,79.40705128205128,BF,KRUM,Byz-NSGDM,0,0.5
300,80.00801282051282,BF,KRUM,Byz-NSGDM,0,0.5
330,82.60216346153847,BF,KRUM,Byz-NSGDM,0,0.5
360,84.74559294871794,BF,KRUM,Byz-NSGDM,0,0.5
390,84.93589743589743,BF,KRUM,Byz-NSGDM,0,0.5
420,79.58733974358974,BF,KRUM,Byz-NSGDM,0,0.5
450,77.71434294871794,BF,KRUM,Byz-NSGDM,0,0.5
480,81.44030448717949,BF,KRUM,Byz-NSGDM,0,0.5
510,81.63060897435898,BF,KRUM,Byz-NSGDM,0,0.5
540,83.30328525641026,BF,KRUM,Byz-NSGDM,0,0.5
570,79.55729166666667,BF,KRUM,Byz-NSGDM,0,0.5
600,79.09655448717949,BF,KRUM,Byz-NSGDM,0,0.5
630,78.9863782051282,BF,KRUM,Byz-NSGDM,0,0.5
660,77.79447115384616,BF,KRUM,Byz-NSGDM,0,0.5
690,81.82091346153847,BF,KRUM,Byz-NSGDM,0,0.5
720,80.65905448717949,BF,KRUM,Byz-NSGDM,0,0.5
750,74.70953525641026,BF,KRUM,Byz-NSGDM,0,0.5
780,81.32011217948718,BF,KRUM,Byz-NSGDM,0,0.5
810,81.34014423076923,BF,KRUM,Byz-NSGDM,0,0.5
840,81.66065705128206,BF,KRUM,Byz-NSGDM,0,0.5
870,79.70753205128206,BF,KRUM,Byz-NSGDM,0,0.5
900,81.87099358974359,BF,KRUM,Byz-NSGDM,0,0.5
930,75.06009615384616,BF,KRUM,Byz-NSGDM,0,0.5
960,75.36057692307692,BF,KRUM,Byz-NSGDM,0,0.5
990,80.3886217948718,BF,KRUM,Byz-NSGDM,0,0.5
1020,81.90104166666667,BF,KRUM,Byz-NSGDM,0,0.5
1050,79.28685897435898,BF,KRUM,Byz-NSGDM,0,0.5
1080,79.3369391025641,BF,KRUM,Byz-NSGDM,0,0.5
1110,77.57411858974359,BF,KRUM,Byz-NSGDM,0,0.5
1140,81.1698717948718,BF,KRUM,Byz-NSGDM,0,0.5
1170,82.70232371794872,BF,KRUM,Byz-NSGDM,0,0.5
1200,82.06129807692308,BF,KRUM,Byz-NSGDM,0,0.5
1230,79.28685897435898,BF,KRUM,Byz-NSGDM,0,0.5
1260,80.40865384615384,BF,KRUM,Byz-NSGDM,0,0.5
1290,82.4619391025641,BF,KRUM,Byz-NSGDM,0,0.5
1320,80.78926282051282,BF,KRUM,Byz-NSGDM,0,0.5
1350,83.15304487179488,BF,KRUM,Byz-NSGDM,0,0.5
1380,81.21995192307692,BF,KRUM,Byz-NSGDM,0,0.5
1410,77.7744391025641,BF,KRUM,Byz-NSGDM,0,0.5
1440,83.29326923076923,BF,KRUM,Byz-NSGDM,0,0.5
1470,82.3417467948718,BF,KRUM,Byz-NSGDM,0,0.5
1500,81.79086538461539,BF,KRUM,Byz-NSGDM,0,0.5
30,70.1923076923077,LF,KRUM,Baseline,0,0.005
60,68.8301282051282,LF,KRUM,Baseline,0,0.005
90,79.62740384615384,LF,KRUM,Baseline,0,0.005
120,81.78084935897436,LF,KRUM,Baseline,0,0.005
150,83.29326923076923,LF,KRUM,Baseline,0,0.005
180,83.83413461538461,LF,KRUM,Baseline,0,0.005
210,84.4150641025641,LF,KRUM,Baseline,0,0.005
240,85.05608974358974,LF,KRUM,Baseline,0,0.005
270,84.98597756410257,LF,KRUM,Baseline,0,0.005
300,85.37660256410257,LF,KRUM,Baseline,0,0.005
330,85.8974358974359,LF,KRUM,Baseline,0,0.005
360,85.94751602564102,LF,KRUM,Baseline,0,0.005
390,86.02764423076923,LF,KRUM,Baseline,0,0.005
420,86.35817307692308,LF,KRUM,Baseline,0,0.005
450,86.27804487179488,LF,KRUM,Baseline,0,0.005
480,86.51842948717949,LF,KRUM,Baseline,0,0.005
510,86.58854166666667,LF,KRUM,Baseline,0,0.005
540,86.68870192307692,LF,KRUM,Baseline,0,0.005
570,86.5985576923077,LF,KRUM,Baseline,0,0.005
600,86.65865384615384,LF,KRUM,Baseline,0,0.005
630,86.99919871794872,LF,KRUM,Baseline,0,0.005
660,86.89903846153847,LF,KRUM,Baseline,0,0.005
690,87.20953525641026,LF,KRUM,Baseline,0,0.005
720,87.15945512820512,LF,KRUM,Baseline,0,0.005
750,87.1895032051282,LF,KRUM,Baseline,0,0.005
780,87.33974358974359,LF,KRUM,Baseline,0,0.005
810,87.53004807692308,LF,KRUM,Baseline,0,0.005
840,87.25961538461539,LF,KRUM,Baseline,0,0.005
870,87.73036858974359,LF,KRUM,Baseline,0,0.005
900,87.56009615384616,LF,KRUM,Baseline,0,0.005
930,88.05088141025641,LF,KRUM,Baseline,0,0.005
960,87.96073717948718,LF,KRUM,Baseline,0,0.005
990,87.96073717948718,LF,KRUM,Baseline,0,0.005
1020,87.9306891025641,LF,KRUM,Baseline,0,0.005
1050,87.83052884615384,LF,KRUM,Baseline,0,0.005
1080,88.00080128205128,LF,KRUM,Baseline,0,0.005
1110,87.80048076923077,LF,KRUM,Baseline,0,0.005
1140,87.8104967948718,LF,KRUM,Baseline,0,0.005
1170,87.90064102564102,LF,KRUM,Baseline,0,0.005
1200,88.23116987179488,LF,KRUM,Baseline,0,0.005
1230,88.22115384615384,LF,KRUM,Baseline,0,0.005
1260,88.10096153846153,LF,KRUM,Baseline,0,0.005
1290,88.15104166666667,LF,KRUM,Baseline,0,0.005
1320,88.18108974358974,LF,KRUM,Baseline,0,0.005
1350,88.37139423076923,LF,KRUM,Baseline,0,0.005
1380,88.23116987179488,LF,KRUM,Baseline,0,0.005
1410,88.38141025641026,LF,KRUM,Baseline,0,0.005
1440,88.22115384615384,LF,KRUM,Baseline,0,0.005
1470,88.48157051282051,LF,KRUM,Baseline,0,0.005
1500,88.39142628205128,LF,KRUM,Baseline,0,0.005
30,29.11658653846154,mimic,RFA,Byz-NSGDM,0,0.01
60,41.015625,mimic,RFA,Byz-NSGDM,0,0.01
90,47.06530448717949,mimic,RFA,Byz-NSGDM,0,0.01
120,50.45072115384615,mimic,RFA,Byz-NSGDM,0,0.01
150,52.93469551282051,mimic,RFA,Byz-NSGDM,0,0.01
180,55.01802884615385,mimic,RFA,Byz-NSGDM,0,0.01
210,56.62059294871795,mimic,RFA,Byz-NSGDM,0,0.01
240,57.41185897435897,mimic,RFA,Byz-NSGDM,0,0.01
