Iterations,Accuracy (%),Attack,Aggregator,Momentum,LR,seed
360,55.22836538461539,BF,RFA,0.99,0.01,256
390,55.41866987179487,BF,RFA,0.99,0.01,256
420,55.62900641025641,BF,RFA,0.99,0.01,256
450,55.60897435897436,BF,RFA,0.99,0.01,256
480,55.88942307692308,BF,RFA,0.99,0.01,256
510,56.01963141025641,BF,RFA,0.99,0.01,256
540,56.21995192307692,BF,RFA,0.99,0.01,256
570,56.380208333333336,BF,RFA,0.99,0.01,256
600,56.61057692307692,BF,RFA,0.99,0.01,256
30,24.90985576923077,BF,RFA,0.5,0.005,256
60,31.981169871794872,BF,RFA,0.5,0.005,256
90,35.1963141025641,BF,RFA,0.5,0.005,256
120,38.37139423076923,BF,RFA,0.5,0.005,256
150,40.42467948717949,BF,RFA,0.5,0.005,256
180,42.317708333333336,BF,RFA,0.5,0.005,256
210,43.850160256410255,BF,RFA,0.5,0.005,256
240,45.3125,BF,RFA,0.5,0.005,256
270,46.42427884615385,BF,RFA,0.5,0.005,256
300,47.43589743589744,BF,RFA,0.5,0.005,256
330,48.18709935897436,BF,RFA,0.5,0.005,256
360,48.928285256410255,BF,RFA,0.5,0.005,256
390,49.46915064102564,BF,RFA,0.5,0.005,256
420,50.01001602564103,BF,RFA,0.5,0.005,256
450,50.671073717948715,BF,RFA,0.5,0.005,256
480,51.171875,BF,RFA,0.5,0.005,256
510,51.55248397435897,BF,RFA,0.5,0.005,256
540,51.94310897435897,BF,RFA,0.5,0.005,256
570,52.15344551282051,BF,RFA,0.5,0.005,256
600,52.43389423076923,BF,RFA,0.5,0.005,256
30,64.64342948717949,BF,RFA,0.3,0.1,42
60,72.35576923076923,BF,RFA,0.3,0.1,42
90,73.3974358974359,BF,RFA,0.3,0.1,42
120,74.5292467948718,BF,RFA,0.3,0.1,42
150,74.9198717948718,BF,RFA,0.3,0.1,42
180,75.49078525641026,BF,RFA,0.3,0.1,42
210,75.73116987179488,BF,RFA,0.3,0.1,42
240,76.22195512820512,BF,RFA,0.3,0.1,42
270,76.6426282051282,BF,RFA,0.3,0.1,42
300,76.39222756410257,BF,RFA,0.3,0.1,42
330,76.8329326923077,BF,RFA,0.3,0.1,42
360,76.81290064102564,BF,RFA,0.3,0.1,42
390,76.4823717948718,BF,RFA,0.3,0.1,42
420,76.20192307692308,BF,RFA,0.3,0.1,42
450,75.61097756410257,BF,RFA,0.3,0.1,42
480,76.06169871794872,BF,RFA,0.3,0.1,42
510,75.92147435897436,BF,RFA,0.3,0.1,42
540,76.0917467948718,BF,RFA,0.3,0.1,42
570,75.54086538461539,BF,RFA,0.3,0.1,42
600,75.6610576923077,BF,RFA,0.3,0.1,42
30,66.00560897435898,BF,RFA,0.5,0.1,42
60,72.76642628205128,BF,RFA,0.5,0.1,42
90,74.74959935897436,BF,RFA,0.5,0.1,42
120,76.66266025641026,BF,RFA,0.5,0.1,42
150,77.32371794871794,BF,RFA,0.5,0.1,42
180,78.01482371794872,BF,RFA,0.5,0.1,42
210,78.70592948717949,BF,RFA,0.5,0.1,42
240,79.47716346153847,BF,RFA,0.5,0.1,42
270,79.57732371794872,BF,RFA,0.5,0.1,42
300,79.43709935897436,BF,RFA,0.5,0.1,42
330,79.94791666666667,BF,RFA,0.5,0.1,42
360,79.93790064102564,BF,RFA,0.5,0.1,42
390,79.57732371794872,BF,RFA,0.5,0.1,42
420,79.75761217948718,BF,RFA,0.5,0.1,42
450,79.23677884615384,BF,RFA,0.5,0.1,42
480,79.32692307692308,BF,RFA,0.5,0.1,42
510,79.23677884615384,BF,RFA,0.5,0.1,42
540,80.02804487179488,BF,RFA,0.5,0.1,42
570,78.81610576923077,BF,RFA,0.5,0.1,42
600,79.28685897435898,BF,RFA,0.5,0.1,42
30,18.880208333333332,BF,RFA,0.99,0.005,0
60,26.662660256410255,BF,RFA,0.99,0.005,0
90,30.28846153846154,BF,RFA,0.99,0.005,0
120,32.552083333333336,BF,RFA,0.99,0.005,0
150,34.3349358974359,BF,RFA,0.99,0.005,0
180,35.546875,BF,RFA,0.99,0.005,0
210,36.50841346153846,BF,RFA,0.99,0.005,0
240,37.5400641025641,BF,RFA,0.99,0.005,0
270,38.60176282051282,BF,RFA,0.99,0.005,0
300,39.79366987179487,BF,RFA,0.99,0.005,0
330,40.89543269230769,BF,RFA,0.99,0.005,0
360,42.24759615384615,BF,RFA,0.99,0.005,0
390,43.469551282051285,BF,RFA,0.99,0.005,0
420,44.78165064102564,BF,RFA,0.99,0.005,0
450,46.63461538461539,BF,RFA,0.99,0.005,0
480,47.98677884615385,BF,RFA,0.99,0.005,0
510,49.51923076923077,BF,RFA,0.99,0.005,0
540,50.96153846153846,BF,RFA,0.99,0.005,0
570,52.25360576923077,BF,RFA,0.99,0.005,0
600,53.37540064102564,BF,RFA,0.99,0.005,0
30,5.629006410256411,BF,RFA,0.0,0.001,42
60,4.787660256410256,BF,RFA,0.0,0.001,42
90,4.467147435897436,BF,RFA,0.0,0.001,42
120,4.497195512820513,BF,RFA,0.0,0.001,42
150,4.747596153846154,BF,RFA,0.0,0.001,42
180,5.368589743589744,BF,RFA,0.0,0.001,42
210,6.410256410256411,BF,RFA,0.0,0.001,42
240,7.421875,BF,RFA,0.0,0.001,42
270,8.353365384615385,BF,RFA,0.0,0.001,42
300,9.415064102564102,BF,RFA,0.0,0.001,42
330,10.506810897435898,BF,RFA,0.0,0.001,42
360,11.328125,BF,RFA,0.0,0.001,42
390,12.209535256410257,BF,RFA,0.0,0.001,42
420,13.19110576923077,BF,RFA,0.0,0.001,42
450,14.172676282051283,BF,RFA,0.0,0.001,42
480,15.054086538461538,BF,RFA,0.0,0.001,42
510,15.965544871794872,BF,RFA,0.0,0.001,42
540,16.81690705128205,BF,RFA,0.0,0.001,42
570,17.718349358974358,BF,RFA,0.0,0.001,42
600,18.559695512820515,BF,RFA,0.0,0.001,42
30,35.647035256410255,BF,RFA,0.5,0.01,256
60,43.49959935897436,BF,RFA,0.5,0.01,256
90,47.155448717948715,BF,RFA,0.5,0.01,256
120,50.05008012820513,BF,RFA,0.5,0.01,256
150,51.98317307692308,BF,RFA,0.5,0.01,256
180,52.94471153846154,BF,RFA,0.5,0.01,256
210,53.85616987179487,BF,RFA,0.5,0.01,256
240,54.12660256410256,BF,RFA,0.5,0.01,256
270,54.52724358974359,BF,RFA,0.5,0.01,256
300,54.87780448717949,BF,RFA,0.5,0.01,256
330,55.158253205128204,BF,RFA,0.5,0.01,256
360,55.32852564102564,BF,RFA,0.5,0.01,256
390,55.45873397435897,BF,RFA,0.5,0.01,256
420,55.548878205128204,BF,RFA,0.5,0.01,256
450,55.58894230769231,BF,RFA,0.5,0.01,256
480,55.67908653846154,BF,RFA,0.5,0.01,256
510,55.749198717948715,BF,RFA,0.5,0.01,256
540,55.8994391025641,BF,RFA,0.5,0.01,256
570,56.02964743589744,BF,RFA,0.5,0.01,256
600,56.06971153846154,BF,RFA,0.5,0.01,256
30,9.51522435897436,BF,RFA,0.5,0.001,256
60,11.288060897435898,BF,RFA,0.5,0.001,256
90,12.680288461538462,BF,RFA,0.5,0.001,256
120,14.31290064102564,BF,RFA,0.5,0.001,256
150,15.32451923076923,BF,RFA,0.5,0.001,256
180,16.396233974358974,BF,RFA,0.5,0.001,256
210,17.477964743589745,BF,RFA,0.5,0.001,256
240,18.209134615384617,BF,RFA,0.5,0.001,256
270,19.16065705128205,BF,RFA,0.5,0.001,256
300,20.162259615384617,BF,RFA,0.5,0.001,256
330,20.77323717948718,BF,RFA,0.5,0.001,256
360,21.41426282051282,BF,RFA,0.5,0.001,256
390,22.075320512820515,BF,RFA,0.5,0.001,256
420,22.796474358974358,BF,RFA,0.5,0.001,256
450,23.247195512820515,BF,RFA,0.5,0.001,256
480,23.747996794871796,BF,RFA,0.5,0.001,256
510,24.12860576923077,BF,RFA,0.5,0.001,256
540,24.599358974358974,BF,RFA,0.5,0.001,256
570,24.939903846153847,BF,RFA,0.5,0.001,256
600,25.400641025641026,BF,RFA,0.5,0.001,256
30,62.52003205128205,BF,RFA,0.99,0.1,42
60,77.55408653846153,BF,RFA,0.99,0.1,42
90,69.44110576923077,BF,RFA,0.99,0.1,42
120,71.28405448717949,BF,RFA,0.99,0.1,42
150,78.9863782051282,BF,RFA,0.99,0.1,42
180,78.71594551282051,BF,RFA,0.99,0.1,42
210,78.515625,BF,RFA,0.99,0.1,42
240,79.65745192307692,BF,RFA,0.99,0.1,42
270,81.48036858974359,BF,RFA,0.99,0.1,42
300,82.17147435897436,BF,RFA,0.99,0.1,42
330,82.41185897435898,BF,RFA,0.99,0.1,42
360,82.18149038461539,BF,RFA,0.99,0.1,42
390,83.68389423076923,BF,RFA,0.99,0.1,42
420,83.80408653846153,BF,RFA,0.99,0.1,42
450,83.35336538461539,BF,RFA,0.99,0.1,42
480,84.61538461538461,BF,RFA,0.99,0.1,42
510,84.78565705128206,BF,RFA,0.99,0.1,42
540,85.06610576923077,BF,RFA,0.99,0.1,42
570,85.32652243589743,BF,RFA,0.99,0.1,42
600,85.44671474358974,BF,RFA,0.99,0.1,42
30,70.54286858974359,BF,RFA,0.95,0.5,42
60,81.03966346153847,BF,RFA,0.95,0.5,42
90,84.63541666666667,BF,RFA,0.95,0.5,42
120,85.75721153846153,BF,RFA,0.95,0.5,42
150,87.03926282051282,BF,RFA,0.95,0.5,42
180,86.93910256410257,BF,RFA,0.95,0.5,42
210,86.69871794871794,BF,RFA,0.95,0.5,42
240,86.71875,BF,RFA,0.95,0.5,42
270,87.35977564102564,BF,RFA,0.95,0.5,42
300,85.90745192307692,BF,RFA,0.95,0.5,42
330,83.01282051282051,BF,RFA,0.95,0.5,42
360,86.68870192307692,BF,RFA,0.95,0.5,42
390,86.95913461538461,BF,RFA,0.95,0.5,42
420,83.60376602564102,BF,RFA,0.95,0.5,42
450,85.20633012820512,BF,RFA,0.95,0.5,42
480,86.43830128205128,BF,RFA,0.95,0.5,42
510,85.9375,BF,RFA,0.95,0.5,42
540,83.76402243589743,BF,RFA,0.95,0.5,42
570,85.96754807692308,BF,RFA,0.95,0.5,42
600,84.07451923076923,BF,RFA,0.95,0.5,42
30,63.47155448717949,BF,RFA,0.0,0.1,0
60,71.20392628205128,BF,RFA,0.0,0.1,0
90,72.45592948717949,BF,RFA,0.0,0.1,0
120,72.85657051282051,BF,RFA,0.0,0.1,0
150,73.54767628205128,BF,RFA,0.0,0.1,0
180,73.69791666666667,BF,RFA,0.0,0.1,0
210,73.85817307692308,BF,RFA,0.0,0.1,0
240,73.97836538461539,BF,RFA,0.0,0.1,0
270,73.85817307692308,BF,RFA,0.0,0.1,0
300,74.14863782051282,BF,RFA,0.0,0.1,0
330,74.04847756410257,BF,RFA,0.0,0.1,0
360,73.88822115384616,BF,RFA,0.0,0.1,0
390,73.84815705128206,BF,RFA,0.0,0.1,0
420,74.14863782051282,BF,RFA,0.0,0.1,0
450,74.23878205128206,BF,RFA,0.0,0.1,0
480,74.07852564102564,BF,RFA,0.0,0.1,0
510,73.97836538461539,BF,RFA,0.0,0.1,0
540,74.19871794871794,BF,RFA,0.0,0.1,0
570,74.11858974358974,BF,RFA,0.0,0.1,0
600,74.0985576923077,BF,RFA,0.0,0.1,0
30,24.088541666666668,BF,RFA,0.95,0.005,256
60,30.55889423076923,BF,RFA,0.95,0.005,256
90,33.95432692307692,BF,RFA,0.95,0.005,256
120,36.50841346153846,BF,RFA,0.95,0.005,256
150,38.88221153846154,BF,RFA,0.95,0.005,256
180,40.99559294871795,BF,RFA,0.95,0.005,256
210,42.80849358974359,BF,RFA,0.95,0.005,256
240,44.431089743589745,BF,RFA,0.95,0.005,256
270,45.783253205128204,BF,RFA,0.95,0.005,256
300,47.03525641025641,BF,RFA,0.95,0.005,256
330,47.936698717948715,BF,RFA,0.95,0.005,256
360,48.727964743589745,BF,RFA,0.95,0.005,256
390,49.499198717948715,BF,RFA,0.95,0.005,256
420,50.02003205128205,BF,RFA,0.95,0.005,256
450,50.59094551282051,BF,RFA,0.95,0.005,256
480,51.20192307692308,BF,RFA,0.95,0.005,256
510,51.71274038461539,BF,RFA,0.95,0.005,256
540,52.063301282051285,BF,RFA,0.95,0.005,256
570,52.51402243589744,BF,RFA,0.95,0.005,256
600,52.74439102564103,BF,RFA,0.95,0.005,256
30,31.06971153846154,BF,RFA,0.99,0.01,0
60,36.979166666666664,BF,RFA,0.99,0.01,0
90,39.86378205128205,BF,RFA,0.99,0.01,0
120,43.26923076923077,BF,RFA,0.99,0.01,0
150,47.21554487179487,BF,RFA,0.99,0.01,0
180,50.45072115384615,BF,RFA,0.99,0.01,0
210,53.45552884615385,BF,RFA,0.99,0.01,0
240,56.540464743589745,BF,RFA,0.99,0.01,0
270,58.693910256410255,BF,RFA,0.99,0.01,0
300,60.75721153846154,BF,RFA,0.99,0.01,0
330,62.029246794871796,BF,RFA,0.99,0.01,0
360,63.2411858974359,BF,RFA,0.99,0.01,0
390,64.15264423076923,BF,RFA,0.99,0.01,0
420,64.66346153846153,BF,RFA,0.99,0.01,0
450,65.75520833333333,BF,RFA,0.99,0.01,0
480,66.62660256410257,BF,RFA,0.99,0.01,0
510,66.4863782051282,BF,RFA,0.99,0.01,0
540,66.3661858974359,BF,RFA,0.99,0.01,0
570,66.0957532051282,BF,RFA,0.99,0.01,0
600,65.7051282051282,BF,RFA,0.99,0.01,0
30,20.3125,BF,RFA,0.5,0.005,42
60,29.977964743589745,BF,RFA,0.5,0.005,42
90,34.93589743589744,BF,RFA,0.5,0.005,42
120,37.96073717948718,BF,RFA,0.5,0.005,42
150,39.953926282051285,BF,RFA,0.5,0.005,42
180,42.43790064102564,BF,RFA,0.5,0.005,42
210,43.98036858974359,BF,RFA,0.5,0.005,42
240,45.232371794871796,BF,RFA,0.5,0.005,42
270,46.193910256410255,BF,RFA,0.5,0.005,42
300,47.546073717948715,BF,RFA,0.5,0.005,42
330,48.44751602564103,BF,RFA,0.5,0.005,42
360,49.44911858974359,BF,RFA,0.5,0.005,42
390,49.96995192307692,BF,RFA,0.5,0.005,42
420,50.54086538461539,BF,RFA,0.5,0.005,42
450,51.05168269230769,BF,RFA,0.5,0.005,42
480,51.54246794871795,BF,RFA,0.5,0.005,42
510,51.88301282051282,BF,RFA,0.5,0.005,42
540,52.16346153846154,BF,RFA,0.5,0.005,42
570,52.31370192307692,BF,RFA,0.5,0.005,42
600,52.54407051282051,BF,RFA,0.5,0.005,42
30,58.40344551282051,BF,RFA,0.95,0.05,42
60,60.677083333333336,BF,RFA,0.95,0.05,42
90,65.98557692307692,BF,RFA,0.95,0.05,42
120,70.2724358974359,BF,RFA,0.95,0.05,42
150,71.8349358974359,BF,RFA,0.95,0.05,42
180,72.19551282051282,BF,RFA,0.95,0.05,42
210,73.9483173076923,BF,RFA,0.95,0.05,42
240,75.81129807692308,BF,RFA,0.95,0.05,42
270,77.60416666666667,BF,RFA,0.95,0.05,42
300,78.68589743589743,BF,RFA,0.95,0.05,42
330,79.2167467948718,BF,RFA,0.95,0.05,42
360,80.1983173076923,BF,RFA,0.95,0.05,42
390,80.7792467948718,BF,RFA,0.95,0.05,42
420,80.82932692307692,BF,RFA,0.95,0.05,42
450,81.47035256410257,BF,RFA,0.95,0.05,42
480,82.16145833333333,BF,RFA,0.95,0.05,42
510,81.9911858974359,BF,RFA,0.95,0.05,42
540,82.41185897435898,BF,RFA,0.95,0.05,42
570,82.45192307692308,BF,RFA,0.95,0.05,42
600,82.96274038461539,BF,RFA,0.95,0.05,42
30,64.60336538461539,BF,RFA,0.9,0.1,0
60,78.2051282051282,BF,RFA,0.9,0.1,0
90,74.55929487179488,BF,RFA,0.9,0.1,0
120,77.74439102564102,BF,RFA,0.9,0.1,0
150,80.80929487179488,BF,RFA,0.9,0.1,0
180,81.48036858974359,BF,RFA,0.9,0.1,0
210,81.85096153846153,BF,RFA,0.9,0.1,0
240,82.86258012820512,BF,RFA,0.9,0.1,0
270,82.6923076923077,BF,RFA,0.9,0.1,0
300,83.11298076923077,BF,RFA,0.9,0.1,0
330,83.61378205128206,BF,RFA,0.9,0.1,0
360,83.9443108974359,BF,RFA,0.9,0.1,0
390,83.87419871794872,BF,RFA,0.9,0.1,0
420,84.60536858974359,BF,RFA,0.9,0.1,0
450,84.60536858974359,BF,RFA,0.9,0.1,0
480,84.50520833333333,BF,RFA,0.9,0.1,0
510,84.765625,BF,RFA,0.9,0.1,0
540,85.04607371794872,BF,RFA,0.9,0.1,0
570,84.6454326923077,BF,RFA,0.9,0.1,0
600,84.95592948717949,BF,RFA,0.9,0.1,0
30,55.58894230769231,BF,RFA,0.5,0.05,256
60,59.95592948717949,BF,RFA,0.5,0.05,256
90,64.73357371794872,BF,RFA,0.5,0.05,256
120,70.77323717948718,BF,RFA,0.5,0.05,256
150,75.21033653846153,BF,RFA,0.5,0.05,256
180,76.26201923076923,BF,RFA,0.5,0.05,256
210,78.53565705128206,BF,RFA,0.5,0.05,256
240,80.69911858974359,BF,RFA,0.5,0.05,256
270,74.90985576923077,BF,RFA,0.5,0.05,256
300,74.96995192307692,BF,RFA,0.5,0.05,256
330,75.56089743589743,BF,RFA,0.5,0.05,256
360,76.08173076923077,BF,RFA,0.5,0.05,256
390,76.31209935897436,BF,RFA,0.5,0.05,256
420,76.41225961538461,BF,RFA,0.5,0.05,256
450,76.71274038461539,BF,RFA,0.5,0.05,256
480,76.96314102564102,BF,RFA,0.5,0.05,256
510,77.29366987179488,BF,RFA,0.5,0.05,256
540,77.91466346153847,BF,RFA,0.5,0.05,256
570,77.63421474358974,BF,RFA,0.5,0.05,256
600,77.83453525641026,BF,RFA,0.5,0.05,256
30,35.74719551282051,BF,RFA,0.0,0.01,256
60,42.077323717948715,BF,RFA,0.0,0.01,256
90,45.12219551282051,BF,RFA,0.0,0.01,256
120,47.83653846153846,BF,RFA,0.0,0.01,256
150,49.92988782051282,BF,RFA,0.0,0.01,256
180,51.272035256410255,BF,RFA,0.0,0.01,256
210,52.31370192307692,BF,RFA,0.0,0.01,256
240,53.05488782051282,BF,RFA,0.0,0.01,256
270,53.52564102564103,BF,RFA,0.0,0.01,256
300,53.8661858974359,BF,RFA,0.0,0.01,256
330,54.22676282051282,BF,RFA,0.0,0.01,256
360,54.49719551282051,BF,RFA,0.0,0.01,256
390,54.65745192307692,BF,RFA,0.0,0.01,256
420,54.91786858974359,BF,RFA,0.0,0.01,256
450,55.1181891025641,BF,RFA,0.0,0.01,256
480,55.26842948717949,BF,RFA,0.0,0.01,256
510,55.40865384615385,BF,RFA,0.0,0.01,256
540,55.55889423076923,BF,RFA,0.0,0.01,256
570,55.61899038461539,BF,RFA,0.0,0.01,256
600,55.548878205128204,BF,RFA,0.0,0.01,256
30,89.85376602564102,BF,RFA,0.7,0.5,0
60,91.58653846153847,BF,RFA,0.7,0.5,0
90,85.0761217948718,BF,RFA,0.7,0.5,0
120,85.2363782051282,BF,RFA,0.7,0.5,0
150,84.43509615384616,BF,RFA,0.7,0.5,0
180,76.8729967948718,BF,RFA,0.7,0.5,0
210,83.64383012820512,BF,RFA,0.7,0.5,0
240,81.7207532051282,BF,RFA,0.7,0.5,0
270,76.2920673076923,BF,RFA,0.7,0.5,0
300,78.87620192307692,BF,RFA,0.7,0.5,0
330,75.79126602564102,BF,RFA,0.7,0.5,0
360,81.78084935897436,BF,RFA,0.7,0.5,0
390,74.08854166666667,BF,RFA,0.7,0.5,0
420,82.66225961538461,BF,RFA,0.7,0.5,0
450,83.52363782051282,BF,RFA,0.7,0.5,0
480,77.44391025641026,BF,RFA,0.7,0.5,0
510,71.24399038461539,BF,RFA,0.7,0.5,0
540,81.34014423076923,BF,RFA,0.7,0.5,0
570,76.01161858974359,BF,RFA,0.7,0.5,0
600,80.1983173076923,BF,RFA,0.7,0.5,0
30,31.109775641025642,BF,RFA,0.5,0.01,0
60,38.561698717948715,BF,RFA,0.5,0.01,0
90,46.69471153846154,BF,RFA,0.5,0.01,0
120,54.07652243589744,BF,RFA,0.5,0.01,0
150,58.02283653846154,BF,RFA,0.5,0.01,0
180,60.87740384615385,BF,RFA,0.5,0.01,0
210,62.760416666666664,BF,RFA,0.5,0.01,0
240,62.77043269230769,BF,RFA,0.5,0.01,0
270,61.91907051282051,BF,RFA,0.5,0.01,0
300,60.627003205128204,BF,RFA,0.5,0.01,0
330,59.93589743589744,BF,RFA,0.5,0.01,0
360,59.43509615384615,BF,RFA,0.5,0.01,0
390,59.114583333333336,BF,RFA,0.5,0.01,0
420,58.93429487179487,BF,RFA,0.5,0.01,0
450,58.97435897435897,BF,RFA,0.5,0.01,0
480,59.01442307692308,BF,RFA,0.5,0.01,0
510,59.04447115384615,BF,RFA,0.5,0.01,0
540,59.13461538461539,BF,RFA,0.5,0.01,0
570,59.17467948717949,BF,RFA,0.5,0.01,0
600,59.20472756410256,BF,RFA,0.5,0.01,0
30,32.76241987179487,BF,RFA,0.95,0.01,42
60,39.22275641025641,BF,RFA,0.95,0.01,42
90,44.91185897435897,BF,RFA,0.95,0.01,42
120,48.83814102564103,BF,RFA,0.95,0.01,42
150,51.15184294871795,BF,RFA,0.95,0.01,42
180,52.7744391025641,BF,RFA,0.95,0.01,42
210,53.85616987179487,BF,RFA,0.95,0.01,42
240,54.88782051282051,BF,RFA,0.95,0.01,42
270,55.44871794871795,BF,RFA,0.95,0.01,42
300,56.360176282051285,BF,RFA,0.95,0.01,42
330,57.15144230769231,BF,RFA,0.95,0.01,42
360,57.912660256410255,BF,RFA,0.95,0.01,42
390,58.57371794871795,BF,RFA,0.95,0.01,42
420,59.094551282051285,BF,RFA,0.95,0.01,42
450,59.53525641025641,BF,RFA,0.95,0.01,42
480,59.875801282051285,BF,RFA,0.95,0.01,42
510,59.875801282051285,BF,RFA,0.95,0.01,42
540,59.8056891025641,BF,RFA,0.95,0.01,42
570,59.765625,BF,RFA,0.95,0.01,42
600,59.95592948717949,BF,RFA,0.95,0.01,42
30,62.04927884615385,BF,RFA,0.0,0.1,42
60,71.7948717948718,BF,RFA,0.0,0.1,42
90,72.71634615384616,BF,RFA,0.0,0.1,42
120,73.15705128205128,BF,RFA,0.0,0.1,42
150,73.59775641025641,BF,RFA,0.0,0.1,42
180,73.7880608974359,BF,RFA,0.0,0.1,42
210,73.81810897435898,BF,RFA,0.0,0.1,42
240,73.99839743589743,BF,RFA,0.0,0.1,42
270,73.9082532051282,BF,RFA,0.0,0.1,42
300,74.04847756410257,BF,RFA,0.0,0.1,42
330,73.95833333333333,BF,RFA,0.0,0.1,42
360,74.08854166666667,BF,RFA,0.0,0.1,42
390,73.99839743589743,BF,RFA,0.0,0.1,42
420,74.01842948717949,BF,RFA,0.0,0.1,42
450,73.83814102564102,BF,RFA,0.0,0.1,42
480,74.00841346153847,BF,RFA,0.0,0.1,42
510,73.99839743589743,BF,RFA,0.0,0.1,42
540,73.8681891025641,BF,RFA,0.0,0.1,42
570,73.98838141025641,BF,RFA,0.0,0.1,42
600,73.96834935897436,BF,RFA,0.0,0.1,42
30,66.41626602564102,BF,RFA,0.7,0.1,42
60,73.02684294871794,BF,RFA,0.7,0.1,42
90,76.73277243589743,BF,RFA,0.7,0.1,42
120,78.72596153846153,BF,RFA,0.7,0.1,42
150,79.7275641025641,BF,RFA,0.7,0.1,42
180,80.16826923076923,BF,RFA,0.7,0.1,42
210,81.00961538461539,BF,RFA,0.7,0.1,42
240,81.73076923076923,BF,RFA,0.7,0.1,42
270,81.5604967948718,BF,RFA,0.7,0.1,42
300,81.5204326923077,BF,RFA,0.7,0.1,42
330,82.0713141025641,BF,RFA,0.7,0.1,42
360,82.19150641025641,BF,RFA,0.7,0.1,42
390,81.9110576923077,BF,RFA,0.7,0.1,42
420,82.19150641025641,BF,RFA,0.7,0.1,42
450,82.08133012820512,BF,RFA,0.7,0.1,42
480,81.96113782051282,BF,RFA,0.7,0.1,42
510,82.23157051282051,BF,RFA,0.7,0.1,42
540,82.53205128205128,BF,RFA,0.7,0.1,42
570,82.18149038461539,BF,RFA,0.7,0.1,42
600,82.18149038461539,BF,RFA,0.7,0.1,42
30,66.04567307692308,BF,RFA,0.7,0.1,256
60,78.30528846153847,BF,RFA,0.7,0.1,256
90,75.94150641025641,BF,RFA,0.7,0.1,256
120,77.55408653846153,BF,RFA,0.7,0.1,256
150,79.59735576923077,BF,RFA,0.7,0.1,256
180,80.01802884615384,BF,RFA,0.7,0.1,256
210,80.47876602564102,BF,RFA,0.7,0.1,256
240,81.34014423076923,BF,RFA,0.7,0.1,256
270,81.3701923076923,BF,RFA,0.7,0.1,256
300,81.45032051282051,BF,RFA,0.7,0.1,256
330,82.26161858974359,BF,RFA,0.7,0.1,256
360,82.14142628205128,BF,RFA,0.7,0.1,256
390,82.0713141025641,BF,RFA,0.7,0.1,256
420,81.96113782051282,BF,RFA,0.7,0.1,256
450,82.08133012820512,BF,RFA,0.7,0.1,256
480,81.94110576923077,BF,RFA,0.7,0.1,256
510,81.82091346153847,BF,RFA,0.7,0.1,256
540,82.44190705128206,BF,RFA,0.7,0.1,256
570,81.84094551282051,BF,RFA,0.7,0.1,256
600,82.13141025641026,BF,RFA,0.7,0.1,256
30,56.640625,BF,RFA,0.0,0.05,42
60,58.73397435897436,BF,RFA,0.0,0.05,42
90,61.56850961538461,BF,RFA,0.0,0.05,42
120,64.82371794871794,BF,RFA,0.0,0.05,42
150,66.95713141025641,BF,RFA,0.0,0.05,42
180,71.0136217948718,BF,RFA,0.0,0.05,42
210,71.97516025641026,BF,RFA,0.0,0.05,42
240,72.31570512820512,BF,RFA,0.0,0.05,42
270,72.54607371794872,BF,RFA,0.0,0.05,42
300,72.78645833333333,BF,RFA,0.0,0.05,42
330,72.88661858974359,BF,RFA,0.0,0.05,42
360,73.19711538461539,BF,RFA,0.0,0.05,42
390,73.21714743589743,BF,RFA,0.0,0.05,42
420,73.40745192307692,BF,RFA,0.0,0.05,42
450,73.46754807692308,BF,RFA,0.0,0.05,42
480,73.54767628205128,BF,RFA,0.0,0.05,42
510,73.60777243589743,BF,RFA,0.0,0.05,42
540,73.60777243589743,BF,RFA,0.0,0.05,42
570,73.80809294871794,BF,RFA,0.0,0.05,42
600,73.64783653846153,BF,RFA,0.0,0.05,42
30,67.64823717948718,BF,RFA,0.95,0.1,0
60,80.95953525641026,BF,RFA,0.95,0.1,0
90,85.26642628205128,BF,RFA,0.95,0.1,0
120,74.70953525641026,BF,RFA,0.95,0.1,0
150,80.25841346153847,BF,RFA,0.95,0.1,0
180,81.22996794871794,BF,RFA,0.95,0.1,0
210,81.63060897435898,BF,RFA,0.95,0.1,0
240,82.5020032051282,BF,RFA,0.95,0.1,0
270,82.8525641025641,BF,RFA,0.95,0.1,0
300,83.60376602564102,BF,RFA,0.95,0.1,0
330,84.16466346153847,BF,RFA,0.95,0.1,0
360,84.51522435897436,BF,RFA,0.95,0.1,0
390,84.62540064102564,BF,RFA,0.95,0.1,0
420,85.04607371794872,BF,RFA,0.95,0.1,0
450,85.0761217948718,BF,RFA,0.95,0.1,0
480,84.96594551282051,BF,RFA,0.95,0.1,0
510,85.67708333333333,BF,RFA,0.95,0.1,0
540,85.78725961538461,BF,RFA,0.95,0.1,0
570,85.40665064102564,BF,RFA,0.95,0.1,0
600,85.47676282051282,BF,RFA,0.95,0.1,0
30,24.048477564102566,BF,RFA,0.0,0.005,256
60,30.739182692307693,BF,RFA,0.0,0.005,256
90,34.60536858974359,BF,RFA,0.0,0.005,256
120,37.219551282051285,BF,RFA,0.0,0.005,256
150,39.08253205128205,BF,RFA,0.0,0.005,256
180,40.755208333333336,BF,RFA,0.0,0.005,256
210,42.24759615384615,BF,RFA,0.0,0.005,256
240,43.669871794871796,BF,RFA,0.0,0.005,256
270,44.89182692307692,BF,RFA,0.0,0.005,256
