Iterations,Accuracy (%),Attack,Aggregator,Momentum,LR,seed
300,45.783253205128204,BF,RFA,0.0,0.005,256
330,46.384214743589745,BF,RFA,0.0,0.005,256
360,47.12540064102564,BF,RFA,0.0,0.005,256
390,47.79647435897436,BF,RFA,0.0,0.005,256
420,48.36738782051282,BF,RFA,0.0,0.005,256
450,48.99839743589744,BF,RFA,0.0,0.005,256
480,49.44911858974359,BF,RFA,0.0,0.005,256
510,49.84975961538461,BF,RFA,0.0,0.005,256
540,50.19030448717949,BF,RFA,0.0,0.005,256
570,50.58092948717949,BF,RFA,0.0,0.005,256
600,50.891426282051285,BF,RFA,0.0,0.005,256
30,61.89903846153846,BF,RFA,0.0,0.1,256
60,73.13701923076923,BF,RFA,0.0,0.1,256
90,74.70953525641026,BF,RFA,0.0,0.1,256
120,76.66266025641026,BF,RFA,0.0,0.1,256
150,77.0332532051282,BF,RFA,0.0,0.1,256
180,77.4639423076923,BF,RFA,0.0,0.1,256
210,78.2051282051282,BF,RFA,0.0,0.1,256
240,78.36538461538461,BF,RFA,0.0,0.1,256
270,78.95633012820512,BF,RFA,0.0,0.1,256
300,78.76602564102564,BF,RFA,0.0,0.1,256
330,79.26682692307692,BF,RFA,0.0,0.1,256
360,79.75761217948718,BF,RFA,0.0,0.1,256
390,79.14663461538461,BF,RFA,0.0,0.1,256
420,79.2167467948718,BF,RFA,0.0,0.1,256
450,79.04647435897436,BF,RFA,0.0,0.1,256
480,78.73597756410257,BF,RFA,0.0,0.1,256
510,78.27524038461539,BF,RFA,0.0,0.1,256
540,79.27684294871794,BF,RFA,0.0,0.1,256
570,79.07652243589743,BF,RFA,0.0,0.1,256
600,78.53565705128206,BF,RFA,0.0,0.1,256
30,55.19831730769231,BF,RFA,0.9,0.05,256
60,60.416666666666664,BF,RFA,0.9,0.05,256
90,65.52483974358974,BF,RFA,0.9,0.05,256
120,73.07692307692308,BF,RFA,0.9,0.05,256
150,73.19711538461539,BF,RFA,0.9,0.05,256
180,78.61578525641026,BF,RFA,0.9,0.05,256
210,80.37860576923077,BF,RFA,0.9,0.05,256
240,82.94270833333333,BF,RFA,0.9,0.05,256
270,75.88141025641026,BF,RFA,0.9,0.05,256
300,77.7744391025641,BF,RFA,0.9,0.05,256
330,78.54567307692308,BF,RFA,0.9,0.05,256
360,79.23677884615384,BF,RFA,0.9,0.05,256
390,79.70753205128206,BF,RFA,0.9,0.05,256
420,79.93790064102564,BF,RFA,0.9,0.05,256
450,80.37860576923077,BF,RFA,0.9,0.05,256
480,80.8994391025641,BF,RFA,0.9,0.05,256
510,81.36017628205128,BF,RFA,0.9,0.05,256
540,81.73076923076923,BF,RFA,0.9,0.05,256
570,81.38020833333333,BF,RFA,0.9,0.05,256
600,82.06129807692308,BF,RFA,0.9,0.05,256
30,35.36658653846154,BF,RFA,0.7,0.01,256
60,43.36939102564103,BF,RFA,0.7,0.01,256
90,47.31570512820513,BF,RFA,0.7,0.01,256
120,50.18028846153846,BF,RFA,0.7,0.01,256
150,52.19350961538461,BF,RFA,0.7,0.01,256
180,53.14503205128205,BF,RFA,0.7,0.01,256
210,53.986378205128204,BF,RFA,0.7,0.01,256
240,54.36698717948718,BF,RFA,0.7,0.01,256
270,54.70753205128205,BF,RFA,0.7,0.01,256
300,54.98798076923077,BF,RFA,0.7,0.01,256
330,55.29847756410256,BF,RFA,0.7,0.01,256
360,55.46875,BF,RFA,0.7,0.01,256
390,55.568910256410255,BF,RFA,0.7,0.01,256
420,55.61899038461539,BF,RFA,0.7,0.01,256
450,55.76923076923077,BF,RFA,0.7,0.01,256
480,55.8994391025641,BF,RFA,0.7,0.01,256
510,56.00961538461539,BF,RFA,0.7,0.01,256
540,56.19991987179487,BF,RFA,0.7,0.01,256
570,56.330128205128204,BF,RFA,0.7,0.01,256
600,56.540464743589745,BF,RFA,0.7,0.01,256
30,9.405048076923077,BF,RFA,0.95,0.001,0
60,10.68709935897436,BF,RFA,0.95,0.001,0
90,11.518429487179487,BF,RFA,0.95,0.001,0
120,12.369791666666666,BF,RFA,0.95,0.001,0
150,13.100961538461538,BF,RFA,0.95,0.001,0
180,13.752003205128204,BF,RFA,0.95,0.001,0
210,14.232772435897436,BF,RFA,0.95,0.001,0
240,14.723557692307692,BF,RFA,0.95,0.001,0
270,15.084134615384615,BF,RFA,0.95,0.001,0
300,15.444711538461538,BF,RFA,0.95,0.001,0
330,15.92548076923077,BF,RFA,0.95,0.001,0
360,16.10576923076923,BF,RFA,0.95,0.001,0
390,16.456330128205128,BF,RFA,0.95,0.001,0
420,16.716746794871796,BF,RFA,0.95,0.001,0
450,16.97716346153846,BF,RFA,0.95,0.001,0
480,17.267628205128204,BF,RFA,0.95,0.001,0
510,17.578125,BF,RFA,0.95,0.001,0
540,17.828525641025642,BF,RFA,0.95,0.001,0
570,18.28926282051282,BF,RFA,0.95,0.001,0
600,18.790064102564102,BF,RFA,0.95,0.001,0
30,5.358573717948718,BF,RFA,0.7,0.001,42
60,4.457131410256411,BF,RFA,0.7,0.001,42
90,4.216746794871795,BF,RFA,0.7,0.001,42
120,4.857772435897436,BF,RFA,0.7,0.001,42
150,5.949519230769231,BF,RFA,0.7,0.001,42
180,7.091346153846154,BF,RFA,0.7,0.001,42
210,8.473557692307692,BF,RFA,0.7,0.001,42
240,9.815705128205128,BF,RFA,0.7,0.001,42
270,10.957532051282051,BF,RFA,0.7,0.001,42
300,12.01923076923077,BF,RFA,0.7,0.001,42
330,13.271233974358974,BF,RFA,0.7,0.001,42
360,14.262820512820513,BF,RFA,0.7,0.001,42
390,15.234375,BF,RFA,0.7,0.001,42
420,15.92548076923077,BF,RFA,0.7,0.001,42
450,16.626602564102566,BF,RFA,0.7,0.001,42
480,17.237580128205128,BF,RFA,0.7,0.001,42
510,18.008814102564102,BF,RFA,0.7,0.001,42
540,18.709935897435898,BF,RFA,0.7,0.001,42
570,19.260817307692307,BF,RFA,0.7,0.001,42
600,19.76161858974359,BF,RFA,0.7,0.001,42
30,5.528846153846154,BF,RFA,0.3,0.001,42
60,4.61738782051282,BF,RFA,0.3,0.001,42
90,4.3068910256410255,BF,RFA,0.3,0.001,42
120,4.61738782051282,BF,RFA,0.3,0.001,42
150,5.218349358974359,BF,RFA,0.3,0.001,42
180,6.400240384615385,BF,RFA,0.3,0.001,42
210,7.612179487179487,BF,RFA,0.3,0.001,42
240,8.633814102564102,BF,RFA,0.3,0.001,42
270,9.965945512820513,BF,RFA,0.3,0.001,42
300,11.037660256410257,BF,RFA,0.3,0.001,42
330,12.009214743589743,BF,RFA,0.3,0.001,42
360,13.171073717948717,BF,RFA,0.3,0.001,42
390,14.383012820512821,BF,RFA,0.3,0.001,42
420,15.224358974358974,BF,RFA,0.3,0.001,42
450,15.895432692307692,BF,RFA,0.3,0.001,42
480,16.756810897435898,BF,RFA,0.3,0.001,42
510,17.497996794871796,BF,RFA,0.3,0.001,42
540,18.28926282051282,BF,RFA,0.3,0.001,42
570,19.220753205128204,BF,RFA,0.3,0.001,42
600,19.921875,BF,RFA,0.3,0.001,42
30,76.6826923076923,BF,RFA,0.3,0.5,0
60,75.2704326923077,BF,RFA,0.3,0.5,0
90,74.62940705128206,BF,RFA,0.3,0.5,0
120,74.08854166666667,BF,RFA,0.3,0.5,0
150,73.15705128205128,BF,RFA,0.3,0.5,0
180,74.02844551282051,BF,RFA,0.3,0.5,0
210,70.86338141025641,BF,RFA,0.3,0.5,0
240,71.88501602564102,BF,RFA,0.3,0.5,0
270,70.56290064102564,BF,RFA,0.3,0.5,0
300,70.69310897435898,BF,RFA,0.3,0.5,0
330,71.9551282051282,BF,RFA,0.3,0.5,0
360,67.11738782051282,BF,RFA,0.3,0.5,0
390,71.02363782051282,BF,RFA,0.3,0.5,0
420,73.88822115384616,BF,RFA,0.3,0.5,0
450,75.56089743589743,BF,RFA,0.3,0.5,0
480,68.72996794871794,BF,RFA,0.3,0.5,0
510,69.95192307692308,BF,RFA,0.3,0.5,0
540,71.61458333333333,BF,RFA,0.3,0.5,0
570,71.71474358974359,BF,RFA,0.3,0.5,0
600,72.87660256410257,BF,RFA,0.3,0.5,0
30,66.00560897435898,BF,RFA,0.5,0.1,256
60,76.953125,BF,RFA,0.5,0.1,256
90,74.69951923076923,BF,RFA,0.5,0.1,256
120,76.16185897435898,BF,RFA,0.5,0.1,256
150,77.44391025641026,BF,RFA,0.5,0.1,256
180,77.67427884615384,BF,RFA,0.5,0.1,256
210,78.48557692307692,BF,RFA,0.5,0.1,256
240,79.31690705128206,BF,RFA,0.5,0.1,256
270,79.54727564102564,BF,RFA,0.5,0.1,256
300,79.54727564102564,BF,RFA,0.5,0.1,256
330,80.13822115384616,BF,RFA,0.5,0.1,256
360,79.98798076923077,BF,RFA,0.5,0.1,256
390,79.66746794871794,BF,RFA,0.5,0.1,256
420,79.36698717948718,BF,RFA,0.5,0.1,256
450,79.66746794871794,BF,RFA,0.5,0.1,256
480,79.10657051282051,BF,RFA,0.5,0.1,256
510,78.96634615384616,BF,RFA,0.5,0.1,256
540,79.78766025641026,BF,RFA,0.5,0.1,256
570,79.06650641025641,BF,RFA,0.5,0.1,256
600,79.39703525641026,BF,RFA,0.5,0.1,256
30,66.66666666666667,BF,RFA,0.7,0.1,0
60,73.40745192307692,BF,RFA,0.7,0.1,0
90,76.57251602564102,BF,RFA,0.7,0.1,0
120,77.4639423076923,BF,RFA,0.7,0.1,0
150,78.95633012820512,BF,RFA,0.7,0.1,0
180,79.61738782051282,BF,RFA,0.7,0.1,0
210,80.3886217948718,BF,RFA,0.7,0.1,0
240,80.96955128205128,BF,RFA,0.7,0.1,0
270,80.74919871794872,BF,RFA,0.7,0.1,0
300,81.08974358974359,BF,RFA,0.7,0.1,0
330,81.51041666666667,BF,RFA,0.7,0.1,0
360,81.5604967948718,BF,RFA,0.7,0.1,0
390,81.2900641025641,BF,RFA,0.7,0.1,0
420,81.57051282051282,BF,RFA,0.7,0.1,0
450,81.44030448717949,BF,RFA,0.7,0.1,0
480,81.57051282051282,BF,RFA,0.7,0.1,0
510,81.57051282051282,BF,RFA,0.7,0.1,0
540,81.62059294871794,BF,RFA,0.7,0.1,0
570,82.31169871794872,BF,RFA,0.7,0.1,0
600,81.88100961538461,BF,RFA,0.7,0.1,0
30,9.475160256410257,BF,RFA,0.7,0.001,256
60,11.23798076923077,BF,RFA,0.7,0.001,256
90,12.700320512820513,BF,RFA,0.7,0.001,256
120,14.072516025641026,BF,RFA,0.7,0.001,256
150,15.204326923076923,BF,RFA,0.7,0.001,256
180,16.235977564102566,BF,RFA,0.7,0.001,256
210,17.357772435897434,BF,RFA,0.7,0.001,256
240,18.26923076923077,BF,RFA,0.7,0.001,256
270,19.411057692307693,BF,RFA,0.7,0.001,256
300,20.122195512820515,BF,RFA,0.7,0.001,256
330,20.713141025641026,BF,RFA,0.7,0.001,256
360,21.524439102564102,BF,RFA,0.7,0.001,256
390,22.005208333333332,BF,RFA,0.7,0.001,256
420,22.626201923076923,BF,RFA,0.7,0.001,256
450,23.106971153846153,BF,RFA,0.7,0.001,256
480,23.66786858974359,BF,RFA,0.7,0.001,256
510,24.138621794871796,BF,RFA,0.7,0.001,256
540,24.529246794871796,BF,RFA,0.7,0.001,256
570,24.989983974358974,BF,RFA,0.7,0.001,256
600,25.440705128205128,BF,RFA,0.7,0.001,256
30,35.647035256410255,BF,RFA,0.7,0.01,42
60,43.37940705128205,BF,RFA,0.7,0.01,42
90,48.147035256410255,BF,RFA,0.7,0.01,42
120,50.73116987179487,BF,RFA,0.7,0.01,42
150,52.58413461538461,BF,RFA,0.7,0.01,42
180,53.73597756410256,BF,RFA,0.7,0.01,42
210,54.46714743589744,BF,RFA,0.7,0.01,42
240,54.90785256410256,BF,RFA,0.7,0.01,42
270,55.4286858974359,BF,RFA,0.7,0.01,42
300,55.97956730769231,BF,RFA,0.7,0.01,42
330,56.510416666666664,BF,RFA,0.7,0.01,42
360,56.91105769230769,BF,RFA,0.7,0.01,42
390,57.18149038461539,BF,RFA,0.7,0.01,42
420,57.39182692307692,BF,RFA,0.7,0.01,42
450,57.57211538461539,BF,RFA,0.7,0.01,42
480,58.00280448717949,BF,RFA,0.7,0.01,42
510,58.2431891025641,BF,RFA,0.7,0.01,42
540,58.513621794871796,BF,RFA,0.7,0.01,42
570,58.81410256410256,BF,RFA,0.7,0.01,42
600,59.0244391025641,BF,RFA,0.7,0.01,42
30,18.72996794871795,BF,RFA,0.7,0.005,0
60,26.071714743589745,BF,RFA,0.7,0.005,0
90,29.66746794871795,BF,RFA,0.7,0.005,0
120,31.931089743589745,BF,RFA,0.7,0.005,0
150,33.47355769230769,BF,RFA,0.7,0.005,0
180,35.53685897435897,BF,RFA,0.7,0.005,0
210,37.32972756410256,BF,RFA,0.7,0.005,0
240,39.733573717948715,BF,RFA,0.7,0.005,0
270,42.1474358974359,BF,RFA,0.7,0.005,0
300,44.38100961538461,BF,RFA,0.7,0.005,0
330,46.374198717948715,BF,RFA,0.7,0.005,0
360,48.49759615384615,BF,RFA,0.7,0.005,0
390,50.63100961538461,BF,RFA,0.7,0.005,0
420,52.423878205128204,BF,RFA,0.7,0.005,0
450,54.14663461538461,BF,RFA,0.7,0.005,0
480,55.65905448717949,BF,RFA,0.7,0.005,0
510,57.131410256410255,BF,RFA,0.7,0.005,0
540,58.283253205128204,BF,RFA,0.7,0.005,0
570,59.21474358974359,BF,RFA,0.7,0.005,0
600,60.026041666666664,BF,RFA,0.7,0.005,0
30,35.98758012820513,BF,RFA,0.3,0.01,256
60,43.15905448717949,BF,RFA,0.3,0.01,256
90,46.57451923076923,BF,RFA,0.3,0.01,256
120,49.1786858974359,BF,RFA,0.3,0.01,256
150,51.26201923076923,BF,RFA,0.3,0.01,256
180,52.473958333333336,BF,RFA,0.3,0.01,256
210,53.28525641025641,BF,RFA,0.3,0.01,256
240,53.91626602564103,BF,RFA,0.3,0.01,256
270,54.27684294871795,BF,RFA,0.3,0.01,256
300,54.54727564102564,BF,RFA,0.3,0.01,256
330,54.83774038461539,BF,RFA,0.3,0.01,256
360,55.158253205128204,BF,RFA,0.3,0.01,256
390,55.27844551282051,BF,RFA,0.3,0.01,256
420,55.43870192307692,BF,RFA,0.3,0.01,256
450,55.53886217948718,BF,RFA,0.3,0.01,256
480,55.68910256410256,BF,RFA,0.3,0.01,256
510,55.67908653846154,BF,RFA,0.3,0.01,256
540,55.67908653846154,BF,RFA,0.3,0.01,256
570,55.82932692307692,BF,RFA,0.3,0.01,256
600,55.88942307692308,BF,RFA,0.3,0.01,256
30,24.439102564102566,BF,RFA,0.7,0.005,256
60,31.119791666666668,BF,RFA,0.7,0.005,256
90,34.59535256410256,BF,RFA,0.7,0.005,256
120,37.399839743589745,BF,RFA,0.7,0.005,256
150,39.59334935897436,BF,RFA,0.7,0.005,256
180,41.91706730769231,BF,RFA,0.7,0.005,256
210,43.60977564102564,BF,RFA,0.7,0.005,256
240,44.98197115384615,BF,RFA,0.7,0.005,256
270,46.354166666666664,BF,RFA,0.7,0.005,256
300,47.35576923076923,BF,RFA,0.7,0.005,256
330,48.20713141025641,BF,RFA,0.7,0.005,256
360,49.04847756410256,BF,RFA,0.7,0.005,256
390,49.61939102564103,BF,RFA,0.7,0.005,256
420,50.19030448717949,BF,RFA,0.7,0.005,256
450,50.80128205128205,BF,RFA,0.7,0.005,256
480,51.42227564102564,BF,RFA,0.7,0.005,256
510,51.80288461538461,BF,RFA,0.7,0.005,256
540,52.28365384615385,BF,RFA,0.7,0.005,256
570,52.453926282051285,BF,RFA,0.7,0.005,256
600,52.7744391025641,BF,RFA,0.7,0.005,256
30,30.919471153846153,BF,RFA,0.7,0.01,0
60,37.4599358974359,BF,RFA,0.7,0.01,0
90,44.68149038461539,BF,RFA,0.7,0.01,0
120,52.04326923076923,BF,RFA,0.7,0.01,0
150,56.17988782051282,BF,RFA,0.7,0.01,0
180,59.82572115384615,BF,RFA,0.7,0.01,0
210,61.999198717948715,BF,RFA,0.7,0.01,0
240,63.381410256410255,BF,RFA,0.7,0.01,0
270,64.05248397435898,BF,RFA,0.7,0.01,0
300,63.55168269230769,BF,RFA,0.7,0.01,0
330,62.62019230769231,BF,RFA,0.7,0.01,0
360,61.59855769230769,BF,RFA,0.7,0.01,0
390,60.73717948717949,BF,RFA,0.7,0.01,0
420,60.24639423076923,BF,RFA,0.7,0.01,0
450,59.81570512820513,BF,RFA,0.7,0.01,0
480,59.64543269230769,BF,RFA,0.7,0.01,0
510,59.55528846153846,BF,RFA,0.7,0.01,0
540,59.56530448717949,BF,RFA,0.7,0.01,0
570,59.62540064102564,BF,RFA,0.7,0.01,0
600,59.635416666666664,BF,RFA,0.7,0.01,0
30,18.459535256410255,BF,RFA,0.5,0.005,0
60,26.031650641025642,BF,RFA,0.5,0.005,0
90,29.737580128205128,BF,RFA,0.5,0.005,0
120,32.06129807692308,BF,RFA,0.5,0.005,0
150,34.16466346153846,BF,RFA,0.5,0.005,0
180,36.29807692307692,BF,RFA,0.5,0.005,0
210,38.91225961538461,BF,RFA,0.5,0.005,0
240,41.38621794871795,BF,RFA,0.5,0.005,0
270,43.40945512820513,BF,RFA,0.5,0.005,0
300,45.79326923076923,BF,RFA,0.5,0.005,0
330,47.97676282051282,BF,RFA,0.5,0.005,0
360,50.310496794871796,BF,RFA,0.5,0.005,0
390,52.18349358974359,BF,RFA,0.5,0.005,0
420,53.95633012820513,BF,RFA,0.5,0.005,0
450,55.52884615384615,BF,RFA,0.5,0.005,0
480,56.720753205128204,BF,RFA,0.5,0.005,0
510,58.01282051282051,BF,RFA,0.5,0.005,0
540,59.064503205128204,BF,RFA,0.5,0.005,0
570,59.81570512820513,BF,RFA,0.5,0.005,0
600,60.39663461538461,BF,RFA,0.5,0.005,0
30,20.282451923076923,BF,RFA,0.3,0.005,42
60,30.068108974358974,BF,RFA,0.3,0.005,42
90,35.236378205128204,BF,RFA,0.3,0.005,42
120,38.381410256410255,BF,RFA,0.3,0.005,42
150,40.524839743589745,BF,RFA,0.3,0.005,42
180,43.12900641025641,BF,RFA,0.3,0.005,42
210,44.661458333333336,BF,RFA,0.3,0.005,42
240,46.04366987179487,BF,RFA,0.3,0.005,42
270,47.06530448717949,BF,RFA,0.3,0.005,42
300,48.21714743589744,BF,RFA,0.3,0.005,42
330,49.30889423076923,BF,RFA,0.3,0.005,42
360,50.100160256410255,BF,RFA,0.3,0.005,42
390,50.51081730769231,BF,RFA,0.3,0.005,42
420,51.00160256410256,BF,RFA,0.3,0.005,42
450,51.26201923076923,BF,RFA,0.3,0.005,42
480,51.5625,BF,RFA,0.3,0.005,42
510,52.033253205128204,BF,RFA,0.3,0.005,42
540,52.32371794871795,BF,RFA,0.3,0.005,42
570,52.443910256410255,BF,RFA,0.3,0.005,42
600,52.64423076923077,BF,RFA,0.3,0.005,42
30,24.599358974358974,BF,RFA,0.3,0.005,256
60,31.71073717948718,BF,RFA,0.3,0.005,256
90,35.00600961538461,BF,RFA,0.3,0.005,256
120,38.01081730769231,BF,RFA,0.3,0.005,256
150,40.07411858974359,BF,RFA,0.3,0.005,256
180,41.60657051282051,BF,RFA,0.3,0.005,256
210,43.23918269230769,BF,RFA,0.3,0.005,256
240,44.72155448717949,BF,RFA,0.3,0.005,256
270,45.963541666666664,BF,RFA,0.3,0.005,256
300,46.81490384615385,BF,RFA,0.3,0.005,256
330,47.45592948717949,BF,RFA,0.3,0.005,256
360,48.25721153846154,BF,RFA,0.3,0.005,256
390,48.85817307692308,BF,RFA,0.3,0.005,256
420,49.43910256410256,BF,RFA,0.3,0.005,256
450,50.0,BF,RFA,0.3,0.005,256
480,50.53084935897436,BF,RFA,0.3,0.005,256
510,50.97155448717949,BF,RFA,0.3,0.005,256
540,51.24198717948718,BF,RFA,0.3,0.005,256
570,51.50240384615385,BF,RFA,0.3,0.005,256
600,51.83293269230769,BF,RFA,0.3,0.005,256
30,64.50320512820512,BF,RFA,0.9,0.1,256
60,77.734375,BF,RFA,0.9,0.1,256
90,73.45753205128206,BF,RFA,0.9,0.1,256
120,77.40384615384616,BF,RFA,0.9,0.1,256
150,80.76923076923077,BF,RFA,0.9,0.1,256
180,81.6806891025641,BF,RFA,0.9,0.1,256
210,82.1514423076923,BF,RFA,0.9,0.1,256
240,82.92267628205128,BF,RFA,0.9,0.1,256
270,82.70232371794872,BF,RFA,0.9,0.1,256
300,83.69391025641026,BF,RFA,0.9,0.1,256
330,84.17467948717949,BF,RFA,0.9,0.1,256
360,84.13461538461539,BF,RFA,0.9,0.1,256
390,84.48517628205128,BF,RFA,0.9,0.1,256
420,84.51522435897436,BF,RFA,0.9,0.1,256
450,84.71554487179488,BF,RFA,0.9,0.1,256
480,84.6854967948718,BF,RFA,0.9,0.1,256
510,84.94591346153847,BF,RFA,0.9,0.1,256
540,85.28645833333333,BF,RFA,0.9,0.1,256
570,84.6854967948718,BF,RFA,0.9,0.1,256
600,85.09615384615384,BF,RFA,0.9,0.1,256
30,72.02524038461539,BF,RFA,0.99,0.1,0
60,73.15705128205128,BF,RFA,0.99,0.1,0
90,84.20472756410257,BF,RFA,0.99,0.1,0
120,82.5420673076923,BF,RFA,0.99,0.1,0
150,81.9911858974359,BF,RFA,0.99,0.1,0
180,72.05528846153847,BF,RFA,0.99,0.1,0
210,72.64623397435898,BF,RFA,0.99,0.1,0
240,77.8545673076923,BF,RFA,0.99,0.1,0
270,80.1582532051282,BF,RFA,0.99,0.1,0
300,79.97796474358974,BF,RFA,0.99,0.1,0
330,79.84775641025641,BF,RFA,0.99,0.1,0
360,79.96794871794872,BF,RFA,0.99,0.1,0
390,82.36177884615384,BF,RFA,0.99,0.1,0
420,83.5536858974359,BF,RFA,0.99,0.1,0
450,83.44350961538461,BF,RFA,0.99,0.1,0
480,82.87259615384616,BF,RFA,0.99,0.1,0
510,83.69391025641026,BF,RFA,0.99,0.1,0
540,84.70552884615384,BF,RFA,0.99,0.1,0
570,85.05608974358974,BF,RFA,0.99,0.1,0
600,84.44511217948718,BF,RFA,0.99,0.1,0
30,9.184695512820513,BF,RFA,0.0,0.001,256
60,10.77724358974359,BF,RFA,0.0,0.001,256
90,12.079326923076923,BF,RFA,0.0,0.001,256
120,13.651842948717949,BF,RFA,0.0,0.001,256
150,14.523237179487179,BF,RFA,0.0,0.001,256
180,15.655048076923077,BF,RFA,0.0,0.001,256
210,16.40625,BF,RFA,0.0,0.001,256
240,17.29767628205128,BF,RFA,0.0,0.001,256
270,18.03886217948718,BF,RFA,0.0,0.001,256
300,18.84014423076923,BF,RFA,0.0,0.001,256
330,19.571314102564102,BF,RFA,0.0,0.001,256
360,20.20232371794872,BF,RFA,0.0,0.001,256
390,20.643028846153847,BF,RFA,0.0,0.001,256
420,21.09375,BF,RFA,0.0,0.001,256
450,21.76482371794872,BF,RFA,0.0,0.001,256
480,22.33573717948718,BF,RFA,0.0,0.001,256
510,22.786458333333332,BF,RFA,0.0,0.001,256
540,23.237179487179485,BF,RFA,0.0,0.001,256
570,23.697916666666668,BF,RFA,0.0,0.001,256
600,24.078525641025642,BF,RFA,0.0,0.001,256
30,19.220753205128204,BF,RFA,0.95,0.005,42
60,26.893028846153847,BF,RFA,0.95,0.005,42
90,32.24158653846154,BF,RFA,0.95,0.005,42
120,35.436698717948715,BF,RFA,0.95,0.005,42
150,37.11939102564103,BF,RFA,0.95,0.005,42
180,39.162660256410255,BF,RFA,0.95,0.005,42
210,41.42628205128205,BF,RFA,0.95,0.005,42
240,43.19911858974359,BF,RFA,0.95,0.005,42
270,44.36097756410256,BF,RFA,0.95,0.005,42
300,45.76322115384615,BF,RFA,0.95,0.005,42
330,47.03525641025641,BF,RFA,0.95,0.005,42
360,48.0068108974359,BF,RFA,0.95,0.005,42
390,48.8681891025641,BF,RFA,0.95,0.005,42
420,49.709535256410255,BF,RFA,0.95,0.005,42
450,50.520833333333336,BF,RFA,0.95,0.005,42
480,51.23197115384615,BF,RFA,0.95,0.005,42
510,51.83293269230769,BF,RFA,0.95,0.005,42
540,52.243589743589745,BF,RFA,0.95,0.005,42
570,52.61418269230769,BF,RFA,0.95,0.005,42
600,52.91466346153846,BF,RFA,0.95,0.005,42
30,18.870192307692307,BF,RFA,0.9,0.005,0
60,26.47235576923077,BF,RFA,0.9,0.005,0
90,29.91786858974359,BF,RFA,0.9,0.005,0
120,32.01121794871795,BF,RFA,0.9,0.005,0
150,33.44350961538461,BF,RFA,0.9,0.005,0
180,35.13621794871795,BF,RFA,0.9,0.005,0
210,36.71875,BF,RFA,0.9,0.005,0
240,38.671875,BF,RFA,0.9,0.005,0
270,40.55488782051282,BF,RFA,0.9,0.005,0
300,42.81850961538461,BF,RFA,0.9,0.005,0
330,44.60136217948718,BF,RFA,0.9,0.005,0
360,46.404246794871796,BF,RFA,0.9,0.005,0
390,48.50761217948718,BF,RFA,0.9,0.005,0
420,50.33052884615385,BF,RFA,0.9,0.005,0
450,52.263621794871796,BF,RFA,0.9,0.005,0
480,53.72596153846154,BF,RFA,0.9,0.005,0
510,55.208333333333336,BF,RFA,0.9,0.005,0
540,56.48036858974359,BF,RFA,0.9,0.005,0
570,57.421875,BF,RFA,0.9,0.005,0
600,57.98277243589744,BF,RFA,0.9,0.005,0
30,73.96834935897436,BF,RFA,0.0,0.5,0
60,73.7479967948718,BF,RFA,0.0,0.5,0
90,73.19711538461539,BF,RFA,0.0,0.5,0
120,73.41746794871794,BF,RFA,0.0,0.5,0
150,72.88661858974359,BF,RFA,0.0,0.5,0
180,72.7764423076923,BF,RFA,0.0,0.5,0
210,71.66466346153847,BF,RFA,0.0,0.5,0
240,72.56610576923077,BF,RFA,0.0,0.5,0
270,69.9619391025641,BF,RFA,0.0,0.5,0
300,70.61298076923077,BF,RFA,0.0,0.5,0
330,72.85657051282051,BF,RFA,0.0,0.5,0
360,71.92508012820512,BF,RFA,0.0,0.5,0
390,72.3858173076923,BF,RFA,0.0,0.5,0
420,69.73157051282051,BF,RFA,0.0,0.5,0
450,71.03365384615384,BF,RFA,0.0,0.5,0
480,67.3076923076923,BF,RFA,0.0,0.5,0
510,69.05048076923077,BF,RFA,0.0,0.5,0
540,70.68309294871794,BF,RFA,0.0,0.5,0
570,71.81490384615384,BF,RFA,0.0,0.5,0
600,69.17067307692308,BF,RFA,0.0,0.5,0
30,63.99238782051282,BF,RFA,0.95,0.1,42
60,73.60777243589743,BF,RFA,0.95,0.1,42
90,74.92988782051282,BF,RFA,0.95,0.1,42
120,78.06490384615384,BF,RFA,0.95,0.1,42
150,80.7391826923077,BF,RFA,0.95,0.1,42
180,82.16145833333333,BF,RFA,0.95,0.1,42
210,82.87259615384616,BF,RFA,0.95,0.1,42
240,82.99278846153847,BF,RFA,0.95,0.1,42
270,83.3233173076923,BF,RFA,0.95,0.1,42
300,83.97435897435898,BF,RFA,0.95,0.1,42
330,84.23477564102564,BF,RFA,0.95,0.1,42
360,84.69551282051282,BF,RFA,0.95,0.1,42
390,84.52524038461539,BF,RFA,0.95,0.1,42
420,84.8457532051282,BF,RFA,0.95,0.1,42
450,84.96594551282051,BF,RFA,0.95,0.1,42
480,85.10616987179488,BF,RFA,0.95,0.1,42
510,86.06770833333333,BF,RFA,0.95,0.1,42
540,86.00761217948718,BF,RFA,0.95,0.1,42
570,85.74719551282051,BF,RFA,0.95,0.1,42
600,85.91746794871794,BF,RFA,0.95,0.1,42
30,9.354967948717949,BF,RFA,0.5,0.001,0
60,10.446714743589743,BF,RFA,0.5,0.001,0
90,11.46834935897436,BF,RFA,0.5,0.001,0
120,12.189503205128204,BF,RFA,0.5,0.001,0
150,12.98076923076923,BF,RFA,0.5,0.001,0
180,13.501602564102564,BF,RFA,0.5,0.001,0
210,14.112580128205128,BF,RFA,0.5,0.001,0
